p,qE,qL,q_cutoff,n,scoring_method,eMaxScore,fold
0.75,0.65,0.75,3.5,100,ESPN,825.7,3
0.75,0.7,0.75,3.5,100,ESPN,892.9,3
0.75,0.75,0.75,3.5,100,ESPN,992.1,3
0.75,0.8,0.75,3.5,100,ESPN,994,3
0.75,0.8500000000000001,0.75,3.5,100,ESPN,1045.1,3
0.75,0.9,0.75,3.5,100,ESPN,1102.5,3
0.75,0.95,0.75,3.5,100,ESPN,1189.8,3
0.75,1,0.75,3.5,100,ESPN,1108.4,3
0.75,0.5,0.8,3.5,100,ESPN,709.4,3
0.75,0.55,0.8,3.5,100,ESPN,732,3
0.75,0.6,0.8,3.5,100,ESPN,806.7,3
0.75,0.65,0.8,3.5,100,ESPN,893.9,3
0.75,0.7,0.8,3.5,100,ESPN,923.8,3
0.75,0.75,0.8,3.5,100,ESPN,905.1,3
0.75,0.8,0.8,3.5,100,ESPN,1011.7,3
0.75,0.8500000000000001,0.8,3.5,100,ESPN,1020.9,3
0.75,0.9,0.8,3.5,100,ESPN,1117.2,3
0.75,0.95,0.8,3.5,100,ESPN,1164.7,3
0.75,1,0.8,3.5,100,ESPN,1124,3
0.75,0.5,0.8500000000000001,3.5,100,ESPN,715.6,3
0.75,0.55,0.8500000000000001,3.5,100,ESPN,738.9,3
0.75,0.6,0.8500000000000001,3.5,100,ESPN,782.9,3
0.75,0.65,0.8500000000000001,3.5,100,ESPN,868.7,3
0.75,0.7,0.8500000000000001,3.5,100,ESPN,901.3,3
0.75,0.75,0.8500000000000001,3.5,100,ESPN,956.2,3
0.75,0.8,0.8500000000000001,3.5,100,ESPN,1005.2,3
0.75,0.8500000000000001,0.8500000000000001,3.5,100,ESPN,1092.4,3
0.75,0.9,0.8500000000000001,3.5,100,ESPN,1115,3
0.75,0.95,0.8500000000000001,3.5,100,ESPN,1169.7,3
0.75,1,0.8500000000000001,3.5,100,ESPN,1070,3
0.75,0.5,0.9,3.5,100,ESPN,706.4,3
0.75,0.55,0.9,3.5,100,ESPN,729.5,3
0.75,0.6,0.9,3.5,100,ESPN,796.3,3
0.75,0.65,0.9,3.5,100,ESPN,847.4,3
0.75,0.7,0.9,3.5,100,ESPN,881.1,3
0.75,0.75,0.9,3.5,100,ESPN,959.1,3
0.75,0.8,0.9,3.5,100,ESPN,1032.3,3
0.75,0.8500000000000001,0.9,3.5,100,ESPN,1061.7,3
0.75,0.9,0.9,3.5,100,ESPN,1112.8,3
0.75,0.95,0.9,3.5,100,ESPN,1142.2,3
0.75,1,0.9,3.5,100,ESPN,1183.2,3
0.75,0.5,0.95,3.5,100,ESPN,722.3,3
0.75,0.55,0.95,3.5,100,ESPN,722.6,3
0.75,0.6,0.95,3.5,100,ESPN,826.7,3
0.75,0.65,0.95,3.5,100,ESPN,842.3,3
0.75,0.7,0.95,3.5,100,ESPN,888.8,3
0.75,0.75,0.95,3.5,100,ESPN,941.5,3
0.75,0.8,0.95,3.5,100,ESPN,1063.8,3
0.75,0.8500000000000001,0.95,3.5,100,ESPN,1052,3
0.75,0.9,0.95,3.5,100,ESPN,1139.1,3
0.75,0.95,0.95,3.5,100,ESPN,1191.6,3
0.75,1,0.95,3.5,100,ESPN,1124.8,3
0.75,0.5,1,3.5,100,ESPN,711.1,3
0.75,0.55,1,3.5,100,ESPN,835.1,3
0.75,0.6,1,3.5,100,ESPN,849.6,3
0.75,0.65,1,3.5,100,ESPN,813.8,3
0.75,0.7,1,3.5,100,ESPN,936.1,3
0.75,0.75,1,3.5,100,ESPN,954.3,3
0.75,0.8,1,3.5,100,ESPN,941.5,3
0.75,0.8500000000000001,1,3.5,100,ESPN,1039.7,3
0.75,0.9,1,3.5,100,ESPN,1125.2,3
0.75,0.95,1,3.5,100,ESPN,1147.4,3
0.75,1,1,3.5,100,ESPN,1059.2,3
0.75,0.5,0.5,4.5,100,ESPN,671,3
0.75,0.55,0.5,4.5,100,ESPN,689.6,3
0.75,0.6,0.5,4.5,100,ESPN,752.6,3
0.75,0.65,0.5,4.5,100,ESPN,813.9,3
0.75,0.7,0.5,4.5,100,ESPN,897,3
0.75,0.75,0.5,4.5,100,ESPN,951.2,3
0.75,0.8,0.5,4.5,100,ESPN,998.6,3
0.75,0.8500000000000001,0.5,4.5,100,ESPN,1015.9,3
0.75,0.9,0.5,4.5,100,ESPN,1033.5,3
0.75,0.95,0.5,4.5,100,ESPN,1129.5,3
0.75,1,0.5,4.5,100,ESPN,1069.2,3
0.75,0.5,0.55,4.5,100,ESPN,649.9,3
0.75,0.55,0.55,4.5,100,ESPN,706.9,3
0.75,0.6,0.55,4.5,100,ESPN,774.1,3
0.75,0.65,0.55,4.5,100,ESPN,792.1,3
0.75,0.7,0.55,4.5,100,ESPN,884,3
0.75,0.75,0.55,4.5,100,ESPN,874.3,3
0.75,0.8,0.55,4.5,100,ESPN,935.9,3
0.75,0.8500000000000001,0.55,4.5,100,ESPN,1056,3
0.75,0.9,0.55,4.5,100,ESPN,1045.8,3
0.75,0.95,0.55,4.5,100,ESPN,1142.7,3
0.75,1,0.55,4.5,100,ESPN,1091.2,3
0.75,0.5,0.6,4.5,100,ESPN,660.3,3
0.75,0.55,0.6,4.5,100,ESPN,690.8,3
0.75,0.6,0.6,4.5,100,ESPN,768.5,3
0.75,0.65,0.6,4.5,100,ESPN,830.1,3
0.75,0.7,0.6,4.5,100,ESPN,853.1,3
0.75,0.75,0.6,4.5,100,ESPN,949.6,3
0.75,0.8,0.6,4.5,100,ESPN,1012.6,3
0.75,0.8500000000000001,0.6,4.5,100,ESPN,1060.7,3
0.75,0.9,0.6,4.5,100,ESPN,1075.8,3
0.75,0.95,0.6,4.5,100,ESPN,1144.3,3
0.75,1,0.6,4.5,100,ESPN,1108.4,3
0.75,0.5,0.65,4.5,100,ESPN,646.9,3
0.75,0.55,0.65,4.5,100,ESPN,724.1,3
0.75,0.6,0.65,4.5,100,ESPN,787.6,3
0.75,0.65,0.65,4.5,100,ESPN,791,3
0.75,0.7,0.65,4.5,100,ESPN,858.4,3
0.75,0.75,0.65,4.5,100,ESPN,945.9,3
0.75,0.8,0.65,4.5,100,ESPN,997.8,3
0.75,0.8500000000000001,0.65,4.5,100,ESPN,1053.3,3
0.75,0.9,0.65,4.5,100,ESPN,1155.2,3
0.75,0.95,0.65,4.5,100,ESPN,1223.4,3
0.75,1,0.65,4.5,100,ESPN,1167.2,3
0.75,0.5,0.7,4.5,100,ESPN,676.2,3
0.75,0.55,0.7,4.5,100,ESPN,699.7,3
0.75,0.6,0.7,4.5,100,ESPN,780.2,3
0.75,0.65,0.7,4.5,100,ESPN,839.4,3
0.75,0.7,0.7,4.5,100,ESPN,862.3,3
0.75,0.75,0.7,4.5,100,ESPN,972.9,3
0.75,0.8,0.7,4.5,100,ESPN,987.2,3
0.75,0.8500000000000001,0.7,4.5,100,ESPN,1066.6,3
0.75,0.9,0.7,4.5,100,ESPN,1131.8,3
0.75,0.95,0.7,4.5,100,ESPN,1191,3
0.75,1,0.7,4.5,100,ESPN,1122.8,3
0.75,0.5,0.75,4.5,100,ESPN,671.4,3
0.75,0.55,0.75,4.5,100,ESPN,715.1,3
0.75,0.6,0.75,4.5,100,ESPN,749.5,3
0.75,0.65,0.75,4.5,100,ESPN,832.9,3
0.75,0.7,0.75,4.5,100,ESPN,891.4,3
0.75,0.75,0.75,4.5,100,ESPN,940.3,3
0.75,0.8,0.75,4.5,100,ESPN,1033.5,3
0.75,0.8500000000000001,0.75,4.5,100,ESPN,1075.2,3
0.75,0.9,0.75,4.5,100,ESPN,1117.4,3
0.75,0.95,0.75,4.5,100,ESPN,1124.3,3
0.75,1,0.75,4.5,100,ESPN,1097.6,3
0.75,0.5,0.8,4.5,100,ESPN,714.4,3
0.75,0.55,0.8,4.5,100,ESPN,762.1,3
0.75,0.6,0.8,4.5,100,ESPN,779.4,3
0.75,0.65,0.8,4.5,100,ESPN,853.9,3
0.75,0.7,0.8,4.5,100,ESPN,885.3,3
0.75,0.75,0.8,4.5,100,ESPN,937.6,3
0.75,0.8,0.8,4.5,100,ESPN,977.4,3
0.75,0.8500000000000001,0.8,4.5,100,ESPN,1098.6,3
0.75,0.9,0.8,4.5,100,ESPN,1085.3,3
0.75,0.95,0.8,4.5,100,ESPN,1156.1,3
0.75,1,0.8,4.5,100,ESPN,1150,3
0.75,0.5,0.8500000000000001,4.5,100,ESPN,684.6,3
0.75,0.55,0.8500000000000001,4.5,100,ESPN,704,3
0.75,0.6,0.8500000000000001,4.5,100,ESPN,774.7,3
0.75,0.65,0.8500000000000001,4.5,100,ESPN,863,3
0.75,0.7,0.8500000000000001,4.5,100,ESPN,920.3,3
0.75,0.75,0.8500000000000001,4.5,100,ESPN,911.4,3
0.75,0.8,0.8500000000000001,4.5,100,ESPN,998.7,3
0.75,0.8500000000000001,0.8500000000000001,4.5,100,ESPN,1010.2,3
0.75,0.9,0.8500000000000001,4.5,100,ESPN,1149.7,3
0.75,0.95,0.8500000000000001,4.5,100,ESPN,1178.2,3
0.75,1,0.8500000000000001,4.5,100,ESPN,1024.4,3
0.75,0.5,0.9,4.5,100,ESPN,654.5,3
0.75,0.55,0.9,4.5,100,ESPN,718.9,3
0.75,0.6,0.9,4.5,100,ESPN,790,3
0.75,0.65,0.9,4.5,100,ESPN,817.2,3
0.75,0.7,0.9,4.5,100,ESPN,932.4,3
0.75,0.75,0.9,4.5,100,ESPN,911.9,3
0.75,0.8,0.9,4.5,100,ESPN,1055.7,3
0.75,0.8500000000000001,0.9,4.5,100,ESPN,1068.6,3
0.75,0.9,0.9,4.5,100,ESPN,1156.2,3
0.75,0.95,0.9,4.5,100,ESPN,1166,3
0.75,1,0.9,4.5,100,ESPN,1043.6,3
0.75,0.5,0.95,4.5,100,ESPN,676.2,3
0.75,0.55,0.95,4.5,100,ESPN,721.7,3
0.75,0.6,0.95,4.5,100,ESPN,761,3
0.75,0.65,0.95,4.5,100,ESPN,809.1,3
0.75,0.7,0.95,4.5,100,ESPN,906.2,3
0.75,0.75,0.95,4.5,100,ESPN,911.5,3
0.75,0.8,0.95,4.5,100,ESPN,974.8,3
0.75,0.8500000000000001,0.95,4.5,100,ESPN,1053.6,3
0.75,0.9,0.95,4.5,100,ESPN,1147.2,3
0.75,0.95,0.95,4.5,100,ESPN,1142.3,3
0.75,1,0.95,4.5,100,ESPN,1117.6,3
0.75,0.5,1,4.5,100,ESPN,673.2,3
0.75,0.55,1,4.5,100,ESPN,739.3,3
0.75,0.6,1,4.5,100,ESPN,773.4,3
0.75,0.65,1,4.5,100,ESPN,813.2,3
0.75,0.7,1,4.5,100,ESPN,935.4,3
0.75,0.75,1,4.5,100,ESPN,974.8,3
0.75,0.8,1,4.5,100,ESPN,950.2,3
0.75,0.8500000000000001,1,4.5,100,ESPN,1059,3
0.75,0.9,1,4.5,100,ESPN,1135,3
0.75,0.95,1,4.5,100,ESPN,1158.2,3
0.75,1,1,4.5,100,ESPN,1056,3
0.75,0.5,0.5,5.5,100,ESPN,622.4,3
0.75,0.55,0.5,5.5,100,ESPN,703.8,3
0.75,0.6,0.5,5.5,100,ESPN,799.7,3
0.75,0.65,0.5,5.5,100,ESPN,793,3
0.75,0.7,0.5,5.5,100,ESPN,860.6,3
0.75,0.75,0.5,5.5,100,ESPN,926.5,3
0.75,0.8,0.5,5.5,100,ESPN,984.9,3
0.75,0.8500000000000001,0.5,5.5,100,ESPN,1078,3
0.75,0.9,0.5,5.5,100,ESPN,1118.9,3
0.75,0.95,0.5,5.5,100,ESPN,1198.4,3
0.75,1,0.5,5.5,100,ESPN,1082.4,3
0.75,0.5,0.55,5.5,100,ESPN,631.9,3
0.75,0.55,0.55,5.5,100,ESPN,723.9,3
0.75,0.6,0.55,5.5,100,ESPN,751.1,3
0.75,0.65,0.55,5.5,100,ESPN,786,3
0.75,0.7,0.55,5.5,100,ESPN,827.8,3
0.75,0.75,0.55,5.5,100,ESPN,918.3,3
0.75,0.8,0.55,5.5,100,ESPN,957.6,3
0.75,0.8500000000000001,0.55,5.5,100,ESPN,1038.2,3
0.75,0.9,0.55,5.5,100,ESPN,1076.9,3
0.75,0.95,0.55,5.5,100,ESPN,1197.9,3
0.75,1,0.55,5.5,100,ESPN,975.6,3
0.75,0.5,0.6,5.5,100,ESPN,650.2,3
0.75,0.55,0.6,5.5,100,ESPN,724.9,3
0.75,0.6,0.6,5.5,100,ESPN,751.5,3
0.75,0.65,0.6,5.5,100,ESPN,822.3,3
0.75,0.7,0.6,5.5,100,ESPN,838.8,3
0.75,0.75,0.6,5.5,100,ESPN,923.2,3
0.75,0.8,0.6,5.5,100,ESPN,1037.3,3
0.75,0.8500000000000001,0.6,5.5,100,ESPN,1007.1,3
0.75,0.9,0.6,5.5,100,ESPN,1101.5,3
0.75,0.95,0.6,5.5,100,ESPN,1196.6,3
0.75,1,0.6,5.5,100,ESPN,1066,3
0.75,0.5,0.65,5.5,100,ESPN,655.1,3
0.75,0.55,0.65,5.5,100,ESPN,703.7,3
0.75,0.6,0.65,5.5,100,ESPN,757.3,3
0.75,0.65,0.65,5.5,100,ESPN,840.5,3
0.75,0.7,0.65,5.5,100,ESPN,914,3
0.75,0.75,0.65,5.5,100,ESPN,980.1,3
0.75,0.8,0.65,5.5,100,ESPN,990.7,3
0.75,0.8500000000000001,0.65,5.5,100,ESPN,1043.4,3
0.75,0.9,0.65,5.5,100,ESPN,1109.6,3
0.75,0.95,0.65,5.5,100,ESPN,1126.5,3
0.75,1,0.65,5.5,100,ESPN,1120.8,3
0.75,0.5,0.7,5.5,100,ESPN,657.5,3
0.75,0.55,0.7,5.5,100,ESPN,707,3
0.75,0.6,0.7,5.5,100,ESPN,753.8,3
0.75,0.65,0.7,5.5,100,ESPN,786.8,3
0.75,0.7,0.7,5.5,100,ESPN,907.3,3
0.75,0.75,0.7,5.5,100,ESPN,938.9,3
0.75,0.8,0.7,5.5,100,ESPN,1017.2,3
0.75,0.8500000000000001,0.7,5.5,100,ESPN,1138.4,3
0.75,0.9,0.7,5.5,100,ESPN,1075.7,3
0.75,0.95,0.7,5.5,100,ESPN,1115.8,3
0.75,1,0.7,5.5,100,ESPN,1125.6,3
0.75,0.5,0.75,5.5,100,ESPN,649.3,3
0.75,0.55,0.75,5.5,100,ESPN,693.5,3
0.75,0.6,0.75,5.5,100,ESPN,798.7,3
0.75,0.65,0.75,5.5,100,ESPN,826.5,3
0.75,0.7,0.75,5.5,100,ESPN,885,3
0.75,0.75,0.75,5.5,100,ESPN,934.2,3
0.75,0.8,0.75,5.5,100,ESPN,976.2,3
0.75,0.8500000000000001,0.75,5.5,100,ESPN,1099.5,3
0.75,0.9,0.75,5.5,100,ESPN,1157.6,3
0.75,0.95,0.75,5.5,100,ESPN,1203.7,3
0.75,1,0.75,5.5,100,ESPN,1055.6,3
0.75,0.5,0.8,5.5,100,ESPN,642.7,3
0.75,0.55,0.8,5.5,100,ESPN,749.6,3
0.75,0.6,0.8,5.5,100,ESPN,767.1,3
0.75,0.65,0.8,5.5,100,ESPN,820.9,3
0.75,0.7,0.8,5.5,100,ESPN,872.4,3
0.75,0.75,0.8,5.5,100,ESPN,969.3,3
0.75,0.8,0.8,5.5,100,ESPN,1012.4,3
0.75,0.8500000000000001,0.8,5.5,100,ESPN,1104.2,3
0.75,0.9,0.8,5.5,100,ESPN,1107.7,3
0.75,0.95,0.8,5.5,100,ESPN,1137.8,3
0.75,1,0.8,5.5,100,ESPN,1046,3
0.75,0.5,0.8500000000000001,5.5,100,ESPN,668.5,3
0.75,0.55,0.8500000000000001,5.5,100,ESPN,686.6,3
0.75,0.6,0.8500000000000001,5.5,100,ESPN,748.7,3
0.75,0.65,0.8500000000000001,5.5,100,ESPN,785.7,3
0.75,0.7,0.8500000000000001,5.5,100,ESPN,856.8,3
0.75,0.75,0.8500000000000001,5.5,100,ESPN,938.3,3
0.75,0.8,0.8500000000000001,5.5,100,ESPN,987.6,3
0.75,0.8500000000000001,0.8500000000000001,5.5,100,ESPN,1080.3,3
0.75,0.9,0.8500000000000001,5.5,100,ESPN,1122.9,3
0.75,0.95,0.8500000000000001,5.5,100,ESPN,1198.9,3
0.75,1,0.8500000000000001,5.5,100,ESPN,1015.6,3
0.75,0.5,0.9,5.5,100,ESPN,658.7,3
0.75,0.55,0.9,5.5,100,ESPN,715.3,3
0.75,0.6,0.9,5.5,100,ESPN,755.9,3
0.75,0.65,0.9,5.5,100,ESPN,827.5,3
0.75,0.7,0.9,5.5,100,ESPN,884.5,3
0.75,0.75,0.9,5.5,100,ESPN,969.7,3
0.75,0.8,0.9,5.5,100,ESPN,1018.7,3
0.75,0.8500000000000001,0.9,5.5,100,ESPN,1050.8,3
0.75,0.9,0.9,5.5,100,ESPN,1124.8,3
0.75,0.95,0.9,5.5,100,ESPN,1148.4,3
0.75,1,0.9,5.5,100,ESPN,1071.6,3
0.75,0.5,0.95,5.5,100,ESPN,663.6,3
0.75,0.55,0.95,5.5,100,ESPN,708.6,3
0.75,0.6,0.95,5.5,100,ESPN,755.4,3
0.75,0.65,0.95,5.5,100,ESPN,812.9,3
0.75,0.7,0.95,5.5,100,ESPN,910.9,3
0.75,0.75,0.95,5.5,100,ESPN,933.3,3
0.75,0.8,0.95,5.5,100,ESPN,1014,3
0.75,0.8500000000000001,0.95,5.5,100,ESPN,1062.4,3
0.75,0.9,0.95,5.5,100,ESPN,1170.5,3
0.75,0.95,0.95,5.5,100,ESPN,1202.1,3
0.75,1,0.95,5.5,100,ESPN,1039.6,3
0.75,0.5,1,5.5,100,ESPN,659.4,3
0.75,0.55,1,5.5,100,ESPN,695.9,3
0.75,0.6,1,5.5,100,ESPN,736.7,3
0.75,0.65,1,5.5,100,ESPN,819,3
0.75,0.7,1,5.5,100,ESPN,862.2,3
0.75,0.75,1,5.5,100,ESPN,970.8,3
0.75,0.8,1,5.5,100,ESPN,963.4,3
0.75,0.8500000000000001,1,5.5,100,ESPN,1071.6,3
0.75,0.9,1,5.5,100,ESPN,1075.7,3
0.75,0.95,1,5.5,100,ESPN,1152.7,3
0.75,1,1,5.5,100,ESPN,1094,3
0.75,0.5,0.5,1.5,1000,ESPN,804.8,3
0.75,0.55,0.5,1.5,1000,ESPN,798.9,3
0.75,0.6,0.5,1.5,1000,ESPN,826.1,3
0.75,0.65,0.5,1.5,1000,ESPN,839.4,3
0.75,0.7,0.5,1.5,1000,ESPN,944,3
0.75,0.75,0.5,1.5,1000,ESPN,912.2,3
0.75,0.8,0.5,1.5,1000,ESPN,949.2,3
0.75,0.8500000000000001,0.5,1.5,1000,ESPN,950.4,3
0.75,0.9,0.5,1.5,1000,ESPN,976.8,3
0.75,0.95,0.5,1.5,1000,ESPN,983.5,3
0.75,1,0.5,1.5,1000,ESPN,983.4,3
0.75,0.5,0.55,1.5,1000,ESPN,850.3,3
0.75,0.55,0.55,1.5,1000,ESPN,860.7,3
0.75,0.6,0.55,1.5,1000,ESPN,858.9,3
0.75,0.65,0.55,1.5,1000,ESPN,903.4,3
0.75,0.7,0.55,1.5,1000,ESPN,909.2,3
0.75,0.75,0.55,1.5,1000,ESPN,950.6,3
0.75,0.8,0.55,1.5,1000,ESPN,988,3
0.75,0.8500000000000001,0.55,1.5,1000,ESPN,1006.2,3
0.75,0.9,0.55,1.5,1000,ESPN,991.3,3
0.75,0.95,0.55,1.5,1000,ESPN,1050.3,3
0.75,1,0.55,1.5,1000,ESPN,1029.8,3
0.75,0.5,0.6,1.5,1000,ESPN,919.2,3
0.75,0.55,0.6,1.5,1000,ESPN,894.7,3
0.75,0.6,0.6,1.5,1000,ESPN,928.1,3
0.75,0.65,0.6,1.5,1000,ESPN,934.7,3
0.75,0.7,0.6,1.5,1000,ESPN,955.2,3
0.75,0.75,0.6,1.5,1000,ESPN,964.3,3
0.75,0.8,0.6,1.5,1000,ESPN,996.5,3
0.75,0.8500000000000001,0.6,1.5,1000,ESPN,1028.3,3
0.75,0.9,0.6,1.5,1000,ESPN,1032.5,3
0.75,0.95,0.6,1.5,1000,ESPN,1080.6,3
0.75,1,0.6,1.5,1000,ESPN,1136,3
0.75,0.5,0.65,1.5,1000,ESPN,917.2,3
0.75,0.55,0.65,1.5,1000,ESPN,911.6,3
0.75,0.6,0.65,1.5,1000,ESPN,949.3,3
0.75,0.65,0.65,1.5,1000,ESPN,980.7,3
0.75,0.7,0.65,1.5,1000,ESPN,994.2,3
0.75,0.75,0.65,1.5,1000,ESPN,1041.5,3
0.75,0.8,0.65,1.5,1000,ESPN,1100.7,3
0.75,0.8500000000000001,0.65,1.5,1000,ESPN,1083.6,3
0.75,0.9,0.65,1.5,1000,ESPN,1109.3,3
0.75,0.95,0.65,1.5,1000,ESPN,1132.2,3
0.75,1,0.65,1.5,1000,ESPN,1139.2,3
0.75,0.5,0.7,1.5,1000,ESPN,935.4,3
0.75,0.55,0.7,1.5,1000,ESPN,961,3
0.75,0.6,0.7,1.5,1000,ESPN,979,3
0.75,0.65,0.7,1.5,1000,ESPN,1013,3
0.75,0.7,0.7,1.5,1000,ESPN,1050.7,3
0.75,0.75,0.7,1.5,1000,ESPN,1058.2,3
0.75,0.8,0.7,1.5,1000,ESPN,1099.7,3
0.75,0.8500000000000001,0.7,1.5,1000,ESPN,1123.8,3
0.75,0.9,0.7,1.5,1000,ESPN,1159.2,3
0.75,0.95,0.7,1.5,1000,ESPN,1162.5,3
0.75,1,0.7,1.5,1000,ESPN,1173.4,3
0.75,0.5,0.75,1.5,1000,ESPN,966.3,3
0.75,0.55,0.75,1.5,1000,ESPN,992.3,3
0.75,0.6,0.75,1.5,1000,ESPN,1013.6,3
0.75,0.65,0.75,1.5,1000,ESPN,1060.9,3
0.75,0.7,0.75,1.5,1000,ESPN,1055.2,3
0.75,0.75,0.75,1.5,1000,ESPN,1094.7,3
0.75,0.8,0.75,1.5,1000,ESPN,1169.6,3
0.75,0.8500000000000001,0.75,1.5,1000,ESPN,1166,3
0.75,0.9,0.75,1.5,1000,ESPN,1207,3
0.75,0.95,0.75,1.5,1000,ESPN,1217.9,3
0.75,1,0.75,1.5,1000,ESPN,1238.4,3
0.75,0.5,0.8,1.5,1000,ESPN,1004.1,3
0.75,0.55,0.8,1.5,1000,ESPN,1022.8,3
0.75,0.6,0.8,1.5,1000,ESPN,1061.6,3
0.75,0.65,0.8,1.5,1000,ESPN,1034.6,3
0.75,0.7,0.8,1.5,1000,ESPN,1113.6,3
0.75,0.75,0.8,1.5,1000,ESPN,1190.1,3
0.75,0.8,0.8,1.5,1000,ESPN,1169.5,3
0.75,0.8500000000000001,0.8,1.5,1000,ESPN,1221.5,3
0.75,0.9,0.8,1.5,1000,ESPN,1272.3,3
0.75,0.95,0.8,1.5,1000,ESPN,1275,3
0.75,1,0.8,1.5,1000,ESPN,1285.2,3
0.75,0.5,0.8500000000000001,1.5,1000,ESPN,1031.8,3
0.75,0.55,0.8500000000000001,1.5,1000,ESPN,1093.7,3
0.75,0.6,0.8500000000000001,1.5,1000,ESPN,1147.6,3
0.75,0.65,0.8500000000000001,1.5,1000,ESPN,1141,3
0.75,0.7,0.8500000000000001,1.5,1000,ESPN,1148.3,3
0.75,0.75,0.8500000000000001,1.5,1000,ESPN,1195.7,3
0.75,0.8,0.8500000000000001,1.5,1000,ESPN,1253,3
0.75,0.8500000000000001,0.8500000000000001,1.5,1000,ESPN,1231.2,3
0.75,0.9,0.8500000000000001,1.5,1000,ESPN,1331.1,3
0.75,0.95,0.8500000000000001,1.5,1000,ESPN,1261.2,3
0.75,1,0.8500000000000001,1.5,1000,ESPN,1326.2,3
0.75,0.5,0.9,1.5,1000,ESPN,1065.6,3
0.75,0.55,0.9,1.5,1000,ESPN,1074,3
0.75,0.6,0.9,1.5,1000,ESPN,1102.9,3
0.75,0.65,0.9,1.5,1000,ESPN,1191.8,3
0.75,0.7,0.9,1.5,1000,ESPN,1236.6,3
0.75,0.75,0.9,1.5,1000,ESPN,1221.3,3
0.75,0.8,0.9,1.5,1000,ESPN,1243.9,3
0.75,0.8500000000000001,0.9,1.5,1000,ESPN,1303.7,3
0.75,0.9,0.9,1.5,1000,ESPN,1323.8,3
0.75,0.95,0.9,1.5,1000,ESPN,1340.5,3
0.75,1,0.9,1.5,1000,ESPN,1319.8,3
0.75,0.5,0.95,1.5,1000,ESPN,1073.6,3
0.75,0.55,0.95,1.5,1000,ESPN,1117.3,3
0.75,0.6,0.95,1.5,1000,ESPN,1166.6,3
0.75,0.65,0.95,1.5,1000,ESPN,1205.8,3
0.75,0.7,0.95,1.5,1000,ESPN,1170.3,3
0.75,0.75,0.95,1.5,1000,ESPN,1262.2,3
0.75,0.8,0.95,1.5,1000,ESPN,1305.1,3
0.75,0.8500000000000001,0.95,1.5,1000,ESPN,1351.3,3
0.75,0.9,0.95,1.5,1000,ESPN,1346.7,3
0.75,0.95,0.95,1.5,1000,ESPN,1332.7,3
0.75,1,0.95,1.5,1000,ESPN,1394.6,3
0.75,0.5,1,1.5,1000,ESPN,987.3,3
0.75,0.55,1,1.5,1000,ESPN,1102.5,3
0.75,0.6,1,1.5,1000,ESPN,1142.2,3
0.75,0.65,1,1.5,1000,ESPN,1160.1,3
0.75,0.7,1,1.5,1000,ESPN,1187.8,3
0.75,0.75,1,1.5,1000,ESPN,1229.5,3
0.75,0.8,1,1.5,1000,ESPN,1232.7,3
0.75,0.8500000000000001,1,1.5,1000,ESPN,1221.9,3
0.75,0.9,1,1.5,1000,ESPN,1259.6,3
0.75,0.95,1,1.5,1000,ESPN,1097.8,3
0.75,1,1,1.5,1000,ESPN,1186.4,3
0.75,0.5,0.5,2.5,1000,ESPN,788.9,3
0.75,0.55,0.5,2.5,1000,ESPN,820.8,3
0.75,0.6,0.5,2.5,1000,ESPN,855.5,3
0.75,0.65,0.5,2.5,1000,ESPN,892.2,3
0.75,0.7,0.5,2.5,1000,ESPN,933.4,3
0.75,0.75,0.5,2.5,1000,ESPN,999.9,3
0.75,0.8,0.5,2.5,1000,ESPN,1031.1,3
0.75,0.8500000000000001,0.5,2.5,1000,ESPN,1109.6,3
0.75,0.9,0.5,2.5,1000,ESPN,1114.4,3
0.75,0.95,0.5,2.5,1000,ESPN,1143.3,3
0.75,1,0.5,2.5,1000,ESPN,1240.4,3
0.75,0.5,0.55,2.5,1000,ESPN,816.1,3
0.75,0.55,0.55,2.5,1000,ESPN,846,3
0.75,0.6,0.55,2.5,1000,ESPN,882.4,3
0.75,0.65,0.55,2.5,1000,ESPN,921.7,3
0.75,0.7,0.55,2.5,1000,ESPN,973.9,3
0.75,0.75,0.55,2.5,1000,ESPN,1013.1,3
0.75,0.8,0.55,2.5,1000,ESPN,1076.3,3
0.75,0.8500000000000001,0.55,2.5,1000,ESPN,1095.1,3
0.75,0.9,0.55,2.5,1000,ESPN,1176.7,3
0.75,0.95,0.55,2.5,1000,ESPN,1180.5,3
0.75,1,0.55,2.5,1000,ESPN,1251.2,3
0.75,0.5,0.6,2.5,1000,ESPN,846.1,3
0.75,0.55,0.6,2.5,1000,ESPN,888,3
0.75,0.6,0.6,2.5,1000,ESPN,919,3
0.75,0.65,0.6,2.5,1000,ESPN,963.1,3
0.75,0.7,0.6,2.5,1000,ESPN,976.5,3
0.75,0.75,0.6,2.5,1000,ESPN,1037.1,3
0.75,0.8,0.6,2.5,1000,ESPN,1087.9,3
0.75,0.8500000000000001,0.6,2.5,1000,ESPN,1127.1,3
0.75,0.9,0.6,2.5,1000,ESPN,1174.1,3
0.75,0.95,0.6,2.5,1000,ESPN,1241.7,3
0.75,1,0.6,2.5,1000,ESPN,1280.8,3
0.75,0.5,0.65,2.5,1000,ESPN,865.2,3
0.75,0.55,0.65,2.5,1000,ESPN,893.8,3
0.75,0.6,0.65,2.5,1000,ESPN,962.9,3
