p,qE,qL,q_cutoff,n,scoring_method,eMaxScore,fold
0.75,0.65,0.75,4.5,1,ESPN,365.8,9
0.75,0.7,0.75,4.5,1,ESPN,397.9,9
0.75,0.75,0.75,4.5,1,ESPN,406.4,9
0.75,0.8,0.75,4.5,1,ESPN,463.2,9
0.75,0.8500000000000001,0.75,4.5,1,ESPN,580.2,9
0.75,0.9,0.75,4.5,1,ESPN,771,9
0.75,0.95,0.75,4.5,1,ESPN,691.2,9
0.75,1,0.75,4.5,1,ESPN,782.5,9
0.75,0.5,0.8,4.5,1,ESPN,232.7,9
0.75,0.55,0.8,4.5,1,ESPN,326.7,9
0.75,0.6,0.8,4.5,1,ESPN,409.8,9
0.75,0.65,0.8,4.5,1,ESPN,329.3,9
0.75,0.7,0.8,4.5,1,ESPN,478.8,9
0.75,0.75,0.8,4.5,1,ESPN,469.7,9
0.75,0.8,0.8,4.5,1,ESPN,524.6,9
0.75,0.8500000000000001,0.8,4.5,1,ESPN,615.9,9
0.75,0.9,0.8,4.5,1,ESPN,701.4,9
0.75,0.95,0.8,4.5,1,ESPN,680.2,9
0.75,1,0.8,4.5,1,ESPN,771.1,9
0.75,0.5,0.8500000000000001,4.5,1,ESPN,299.5,9
0.75,0.55,0.8500000000000001,4.5,1,ESPN,231.6,9
0.75,0.6,0.8500000000000001,4.5,1,ESPN,310.7,9
0.75,0.65,0.8500000000000001,4.5,1,ESPN,412.6,9
0.75,0.7,0.8500000000000001,4.5,1,ESPN,570.4,9
0.75,0.75,0.8500000000000001,4.5,1,ESPN,491.6,9
0.75,0.8,0.8500000000000001,4.5,1,ESPN,550,9
0.75,0.8500000000000001,0.8500000000000001,4.5,1,ESPN,745.8,9
0.75,0.9,0.8500000000000001,4.5,1,ESPN,668.5,9
0.75,0.95,0.8500000000000001,4.5,1,ESPN,776.4,9
0.75,1,0.8500000000000001,4.5,1,ESPN,793.6,9
0.75,0.5,0.9,4.5,1,ESPN,332.6,9
0.75,0.55,0.9,4.5,1,ESPN,331.2,9
0.75,0.6,0.9,4.5,1,ESPN,399.1,9
0.75,0.65,0.9,4.5,1,ESPN,401.6,9
0.75,0.7,0.9,4.5,1,ESPN,379.4,9
0.75,0.75,0.9,4.5,1,ESPN,515.1,9
0.75,0.8,0.9,4.5,1,ESPN,507.6,9
0.75,0.8500000000000001,0.9,4.5,1,ESPN,498.9,9
0.75,0.9,0.9,4.5,1,ESPN,702.3,9
0.75,0.95,0.9,4.5,1,ESPN,778.9,9
0.75,1,0.9,4.5,1,ESPN,782.6,9
0.75,0.5,0.95,4.5,1,ESPN,295.2,9
0.75,0.55,0.95,4.5,1,ESPN,303.3,9
0.75,0.6,0.95,4.5,1,ESPN,390.4,9
0.75,0.65,0.95,4.5,1,ESPN,371.3,9
0.75,0.7,0.95,4.5,1,ESPN,365.1,9
0.75,0.75,0.95,4.5,1,ESPN,522.9,9
0.75,0.8,0.95,4.5,1,ESPN,502.6,9
0.75,0.8500000000000001,0.95,4.5,1,ESPN,716.7,9
0.75,0.9,0.95,4.5,1,ESPN,780.2,9
0.75,0.95,0.95,4.5,1,ESPN,776.3,9
0.75,1,0.95,4.5,1,ESPN,794.6,9
0.75,0.5,1,4.5,1,ESPN,287.4,9
0.75,0.55,1,4.5,1,ESPN,330.8,9
0.75,0.6,1,4.5,1,ESPN,400.9,9
0.75,0.65,1,4.5,1,ESPN,396,9
0.75,0.7,1,4.5,1,ESPN,408.5,9
0.75,0.75,1,4.5,1,ESPN,466.7,9
0.75,0.8,1,4.5,1,ESPN,661.1,9
0.75,0.8500000000000001,1,4.5,1,ESPN,670.7,9
0.75,0.9,1,4.5,1,ESPN,707.6,9
0.75,0.95,1,4.5,1,ESPN,758.8,9
0.75,1,1,4.5,1,ESPN,782.2,9
0.75,0.5,0.5,5.5,1,ESPN,347.7,9
0.75,0.55,0.5,5.5,1,ESPN,317.9,9
0.75,0.6,0.5,5.5,1,ESPN,303,9
0.75,0.65,0.5,5.5,1,ESPN,355.5,9
0.75,0.7,0.5,5.5,1,ESPN,489.5,9
0.75,0.75,0.5,5.5,1,ESPN,365.6,9
0.75,0.8,0.5,5.5,1,ESPN,570.9,9
0.75,0.8500000000000001,0.5,5.5,1,ESPN,622.3,9
0.75,0.9,0.5,5.5,1,ESPN,660.7,9
0.75,0.95,0.5,5.5,1,ESPN,648.8,9
0.75,1,0.5,5.5,1,ESPN,762.7,9
0.75,0.5,0.55,5.5,1,ESPN,299.2,9
0.75,0.55,0.55,5.5,1,ESPN,405.2,9
0.75,0.6,0.55,5.5,1,ESPN,474.4,9
0.75,0.65,0.55,5.5,1,ESPN,330.4,9
0.75,0.7,0.55,5.5,1,ESPN,432.1,9
0.75,0.75,0.55,5.5,1,ESPN,504.1,9
0.75,0.8,0.55,5.5,1,ESPN,622,9
0.75,0.8500000000000001,0.55,5.5,1,ESPN,764.1,9
0.75,0.9,0.55,5.5,1,ESPN,546,9
0.75,0.95,0.55,5.5,1,ESPN,735.7,9
0.75,1,0.55,5.5,1,ESPN,754.5,9
0.75,0.5,0.6,5.5,1,ESPN,435.2,9
0.75,0.55,0.6,5.5,1,ESPN,310,9
0.75,0.6,0.6,5.5,1,ESPN,433.7,9
0.75,0.65,0.6,5.5,1,ESPN,393.5,9
0.75,0.7,0.6,5.5,1,ESPN,548.7,9
0.75,0.75,0.6,5.5,1,ESPN,487.9,9
0.75,0.8,0.6,5.5,1,ESPN,482,9
0.75,0.8500000000000001,0.6,5.5,1,ESPN,475.9,9
0.75,0.9,0.6,5.5,1,ESPN,602.2,9
0.75,0.95,0.6,5.5,1,ESPN,644.9,9
0.75,1,0.6,5.5,1,ESPN,767.6,9
0.75,0.5,0.65,5.5,1,ESPN,331.3,9
0.75,0.55,0.65,5.5,1,ESPN,397.3,9
0.75,0.6,0.65,5.5,1,ESPN,392.5,9
0.75,0.65,0.65,5.5,1,ESPN,388.3,9
0.75,0.7,0.65,5.5,1,ESPN,514.2,9
0.75,0.75,0.65,5.5,1,ESPN,445,9
0.75,0.8,0.65,5.5,1,ESPN,605.1,9
0.75,0.8500000000000001,0.65,5.5,1,ESPN,489.9,9
0.75,0.9,0.65,5.5,1,ESPN,599.4,9
0.75,0.95,0.65,5.5,1,ESPN,617.8,9
0.75,1,0.65,5.5,1,ESPN,767.7,9
0.75,0.5,0.7,5.5,1,ESPN,302.1,9
0.75,0.55,0.7,5.5,1,ESPN,416,9
0.75,0.6,0.7,5.5,1,ESPN,358.9,9
0.75,0.65,0.7,5.5,1,ESPN,357,9
0.75,0.7,0.7,5.5,1,ESPN,433.3,9
0.75,0.75,0.7,5.5,1,ESPN,461.8,9
0.75,0.8,0.7,5.5,1,ESPN,553.4,9
0.75,0.8500000000000001,0.7,5.5,1,ESPN,589.5,9
0.75,0.9,0.7,5.5,1,ESPN,747.6,9
0.75,0.95,0.7,5.5,1,ESPN,691.6,9
0.75,1,0.7,5.5,1,ESPN,744.1,9
0.75,0.5,0.75,5.5,1,ESPN,389.7,9
0.75,0.55,0.75,5.5,1,ESPN,308.8,9
0.75,0.6,0.75,5.5,1,ESPN,449,9
0.75,0.65,0.75,5.5,1,ESPN,580,9
0.75,0.7,0.75,5.5,1,ESPN,429.7,9
0.75,0.75,0.75,5.5,1,ESPN,450.6,9
0.75,0.8,0.75,5.5,1,ESPN,534.3,9
0.75,0.8500000000000001,0.75,5.5,1,ESPN,790.7,9
0.75,0.9,0.75,5.5,1,ESPN,638.9,9
0.75,0.95,0.75,5.5,1,ESPN,670.6,9
0.75,1,0.75,5.5,1,ESPN,813.3,9
0.75,0.5,0.8,5.5,1,ESPN,306.7,9
0.75,0.55,0.8,5.5,1,ESPN,369.5,9
0.75,0.6,0.8,5.5,1,ESPN,422.1,9
0.75,0.65,0.8,5.5,1,ESPN,441.1,9
0.75,0.7,0.8,5.5,1,ESPN,533.1,9
0.75,0.75,0.8,5.5,1,ESPN,535.3,9
0.75,0.8,0.8,5.5,1,ESPN,596.4,9
0.75,0.8500000000000001,0.8,5.5,1,ESPN,600.7,9
0.75,0.9,0.8,5.5,1,ESPN,680.7,9
0.75,0.95,0.8,5.5,1,ESPN,739.4,9
0.75,1,0.8,5.5,1,ESPN,769.5,9
0.75,0.5,0.8500000000000001,5.5,1,ESPN,333,9
0.75,0.55,0.8500000000000001,5.5,1,ESPN,346.6,9
0.75,0.6,0.8500000000000001,5.5,1,ESPN,451.8,9
0.75,0.65,0.8500000000000001,5.5,1,ESPN,419,9
0.75,0.7,0.8500000000000001,5.5,1,ESPN,449.9,9
0.75,0.75,0.8500000000000001,5.5,1,ESPN,464.9,9
0.75,0.8,0.8500000000000001,5.5,1,ESPN,608.7,9
0.75,0.8500000000000001,0.8500000000000001,5.5,1,ESPN,735.9,9
0.75,0.9,0.8500000000000001,5.5,1,ESPN,640.8,9
0.75,0.95,0.8500000000000001,5.5,1,ESPN,713.1,9
0.75,1,0.8500000000000001,5.5,1,ESPN,792.2,9
0.75,0.5,0.9,5.5,1,ESPN,247.3,9
0.75,0.55,0.9,5.5,1,ESPN,300.3,9
0.75,0.6,0.9,5.5,1,ESPN,409.4,9
0.75,0.65,0.9,5.5,1,ESPN,411.6,9
0.75,0.7,0.9,5.5,1,ESPN,596.6,9
0.75,0.75,0.9,5.5,1,ESPN,511.5,9
0.75,0.8,0.9,5.5,1,ESPN,490.6,9
0.75,0.8500000000000001,0.9,5.5,1,ESPN,617,9
0.75,0.9,0.9,5.5,1,ESPN,641.6,9
0.75,0.95,0.9,5.5,1,ESPN,809.9,9
0.75,1,0.9,5.5,1,ESPN,778.4,9
0.75,0.5,0.95,5.5,1,ESPN,261.6,9
0.75,0.55,0.95,5.5,1,ESPN,293.3,9
0.75,0.6,0.95,5.5,1,ESPN,350.9,9
0.75,0.65,0.95,5.5,1,ESPN,336.3,9
0.75,0.7,0.95,5.5,1,ESPN,479.5,9
0.75,0.75,0.95,5.5,1,ESPN,379.6,9
0.75,0.8,0.95,5.5,1,ESPN,614.4,9
0.75,0.8500000000000001,0.95,5.5,1,ESPN,572.6,9
0.75,0.9,0.95,5.5,1,ESPN,751.4,9
0.75,0.95,0.95,5.5,1,ESPN,652.3,9
0.75,1,0.95,5.5,1,ESPN,846.2,9
0.75,0.5,1,5.5,1,ESPN,356.1,9
0.75,0.55,1,5.5,1,ESPN,285.9,9
0.75,0.6,1,5.5,1,ESPN,356.1,9
0.75,0.65,1,5.5,1,ESPN,365.4,9
0.75,0.7,1,5.5,1,ESPN,461.7,9
0.75,0.75,1,5.5,1,ESPN,491,9
0.75,0.8,1,5.5,1,ESPN,574.2,9
0.75,0.8500000000000001,1,5.5,1,ESPN,617.3,9
0.75,0.9,1,5.5,1,ESPN,707.7,9
0.75,0.95,1,5.5,1,ESPN,716,9
0.75,1,1,5.5,1,ESPN,778.1,9
0.75,0.5,0.5,1.5,10,ESPN,474.7,9
0.75,0.55,0.5,1.5,10,ESPN,505.9,9
0.75,0.6,0.5,1.5,10,ESPN,514.9,9
0.75,0.65,0.5,1.5,10,ESPN,493.3,9
0.75,0.7,0.5,1.5,10,ESPN,502.4,9
0.75,0.75,0.5,1.5,10,ESPN,558.2,9
0.75,0.8,0.5,1.5,10,ESPN,567.9,9
0.75,0.8500000000000001,0.5,1.5,10,ESPN,563,9
0.75,0.9,0.5,1.5,10,ESPN,595.7,9
0.75,0.95,0.5,1.5,10,ESPN,641.8,9
0.75,1,0.5,1.5,10,ESPN,595.4,9
0.75,0.5,0.55,1.5,10,ESPN,460.2,9
0.75,0.55,0.55,1.5,10,ESPN,539.9,9
0.75,0.6,0.55,1.5,10,ESPN,511.7,9
0.75,0.65,0.55,1.5,10,ESPN,546.4,9
0.75,0.7,0.55,1.5,10,ESPN,583.2,9
0.75,0.75,0.55,1.5,10,ESPN,570.8,9
0.75,0.8,0.55,1.5,10,ESPN,595.5,9
0.75,0.8500000000000001,0.55,1.5,10,ESPN,587.3,9
0.75,0.9,0.55,1.5,10,ESPN,630,9
0.75,0.95,0.55,1.5,10,ESPN,663.1,9
0.75,1,0.55,1.5,10,ESPN,675.8,9
0.75,0.5,0.6,1.5,10,ESPN,512.2,9
0.75,0.55,0.6,1.5,10,ESPN,570.6,9
0.75,0.6,0.6,1.5,10,ESPN,586.5,9
0.75,0.65,0.6,1.5,10,ESPN,588,9
0.75,0.7,0.6,1.5,10,ESPN,648.3,9
0.75,0.75,0.6,1.5,10,ESPN,658.3,9
0.75,0.8,0.6,1.5,10,ESPN,598.7,9
0.75,0.8500000000000001,0.6,1.5,10,ESPN,736.2,9
0.75,0.9,0.6,1.5,10,ESPN,723.4,9
0.75,0.95,0.6,1.5,10,ESPN,735.4,9
0.75,1,0.6,1.5,10,ESPN,748,9
0.75,0.5,0.65,1.5,10,ESPN,519,9
0.75,0.55,0.65,1.5,10,ESPN,656.6,9
0.75,0.6,0.65,1.5,10,ESPN,542.9,9
0.75,0.65,0.65,1.5,10,ESPN,602.2,9
0.75,0.7,0.65,1.5,10,ESPN,745.2,9
0.75,0.75,0.65,1.5,10,ESPN,691.7,9
0.75,0.8,0.65,1.5,10,ESPN,670.8,9
0.75,0.8500000000000001,0.65,1.5,10,ESPN,715.6,9
0.75,0.9,0.65,1.5,10,ESPN,714.1,9
0.75,0.95,0.65,1.5,10,ESPN,761.9,9
0.75,1,0.65,1.5,10,ESPN,760.6,9
0.75,0.5,0.7,1.5,10,ESPN,556.2,9
0.75,0.55,0.7,1.5,10,ESPN,570.8,9
0.75,0.6,0.7,1.5,10,ESPN,642.5,9
0.75,0.65,0.7,1.5,10,ESPN,648.1,9
0.75,0.7,0.7,1.5,10,ESPN,730.3,9
0.75,0.75,0.7,1.5,10,ESPN,802.9,9
0.75,0.8,0.7,1.5,10,ESPN,714.8,9
0.75,0.8500000000000001,0.7,1.5,10,ESPN,753.9,9
0.75,0.9,0.7,1.5,10,ESPN,743.1,9
0.75,0.95,0.7,1.5,10,ESPN,916.5,9
0.75,1,0.7,1.5,10,ESPN,802.2,9
0.75,0.5,0.75,1.5,10,ESPN,661.8,9
0.75,0.55,0.75,1.5,10,ESPN,631.2,9
0.75,0.6,0.75,1.5,10,ESPN,676.5,9
0.75,0.65,0.75,1.5,10,ESPN,661.6,9
0.75,0.7,0.75,1.5,10,ESPN,740.2,9
0.75,0.75,0.75,1.5,10,ESPN,759.5,9
0.75,0.8,0.75,1.5,10,ESPN,725,9
0.75,0.8500000000000001,0.75,1.5,10,ESPN,759.6,9
0.75,0.9,0.75,1.5,10,ESPN,754.5,9
0.75,0.95,0.75,1.5,10,ESPN,810.7,9
0.75,1,0.75,1.5,10,ESPN,842.2,9
0.75,0.5,0.8,1.5,10,ESPN,569.1,9
0.75,0.55,0.8,1.5,10,ESPN,699.1,9
0.75,0.6,0.8,1.5,10,ESPN,725.2,9
0.75,0.65,0.8,1.5,10,ESPN,675.6,9
0.75,0.7,0.8,1.5,10,ESPN,696.2,9
0.75,0.75,0.8,1.5,10,ESPN,752.5,9
0.75,0.8,0.8,1.5,10,ESPN,792.1,9
0.75,0.8500000000000001,0.8,1.5,10,ESPN,799.4,9
0.75,0.9,0.8,1.5,10,ESPN,858.9,9
0.75,0.95,0.8,1.5,10,ESPN,792.6,9
0.75,1,0.8,1.5,10,ESPN,912.8,9
0.75,0.5,0.8500000000000001,1.5,10,ESPN,657.8,9
0.75,0.55,0.8500000000000001,1.5,10,ESPN,768.8,9
0.75,0.6,0.8500000000000001,1.5,10,ESPN,674.9,9
0.75,0.65,0.8500000000000001,1.5,10,ESPN,781.2,9
0.75,0.7,0.8500000000000001,1.5,10,ESPN,740.5,9
0.75,0.75,0.8500000000000001,1.5,10,ESPN,789.4,9
0.75,0.8,0.8500000000000001,1.5,10,ESPN,919.5,9
0.75,0.8500000000000001,0.8500000000000001,1.5,10,ESPN,831.2,9
0.75,0.9,0.8500000000000001,1.5,10,ESPN,879.6,9
0.75,0.95,0.8500000000000001,1.5,10,ESPN,876.6,9
0.75,1,0.8500000000000001,1.5,10,ESPN,900,9
0.75,0.5,0.9,1.5,10,ESPN,743.5,9
0.75,0.55,0.9,1.5,10,ESPN,712.5,9
0.75,0.6,0.9,1.5,10,ESPN,768.5,9
0.75,0.65,0.9,1.5,10,ESPN,793.5,9
0.75,0.7,0.9,1.5,10,ESPN,825.8,9
0.75,0.75,0.9,1.5,10,ESPN,870.2,9
0.75,0.8,0.9,1.5,10,ESPN,808.2,9
0.75,0.8500000000000001,0.9,1.5,10,ESPN,875,9
0.75,0.9,0.9,1.5,10,ESPN,885.4,9
0.75,0.95,0.9,1.5,10,ESPN,920.6,9
0.75,1,0.9,1.5,10,ESPN,925.2,9
0.75,0.5,0.95,1.5,10,ESPN,718.3,9
0.75,0.55,0.95,1.5,10,ESPN,755.7,9
0.75,0.6,0.95,1.5,10,ESPN,774.9,9
0.75,0.65,0.95,1.5,10,ESPN,807,9
0.75,0.7,0.95,1.5,10,ESPN,879.5,9
0.75,0.75,0.95,1.5,10,ESPN,870.3,9
0.75,0.8,0.95,1.5,10,ESPN,870.9,9
0.75,0.8500000000000001,0.95,1.5,10,ESPN,965.5,9
0.75,0.9,0.95,1.5,10,ESPN,966.3,9
0.75,0.95,0.95,1.5,10,ESPN,941.4,9
0.75,1,0.95,1.5,10,ESPN,962.4,9
0.75,0.5,1,1.5,10,ESPN,821.4,9
0.75,0.55,1,1.5,10,ESPN,800.3,9
0.75,0.6,1,1.5,10,ESPN,768,9
0.75,0.65,1,1.5,10,ESPN,803.6,9
0.75,0.7,1,1.5,10,ESPN,853.6,9
0.75,0.75,1,1.5,10,ESPN,873.7,9
0.75,0.8,1,1.5,10,ESPN,869.5,9
0.75,0.8500000000000001,1,1.5,10,ESPN,882.3,9
0.75,0.9,1,1.5,10,ESPN,970.2,9
0.75,0.95,1,1.5,10,ESPN,938.3,9
0.75,1,1,1.5,10,ESPN,910.8,9
0.75,0.5,0.5,2.5,10,ESPN,432.5,9
0.75,0.55,0.5,2.5,10,ESPN,505.1,9
0.75,0.6,0.5,2.5,10,ESPN,587.8,9
0.75,0.65,0.5,2.5,10,ESPN,511.6,9
0.75,0.7,0.5,2.5,10,ESPN,557.6,9
0.75,0.75,0.5,2.5,10,ESPN,674,9
0.75,0.8,0.5,2.5,10,ESPN,592.7,9
0.75,0.8500000000000001,0.5,2.5,10,ESPN,731.3,9
0.75,0.9,0.5,2.5,10,ESPN,790,9
0.75,0.95,0.5,2.5,10,ESPN,738.3,9
0.75,1,0.5,2.5,10,ESPN,786.2,9
0.75,0.5,0.55,2.5,10,ESPN,519.8,9
0.75,0.55,0.55,2.5,10,ESPN,558.7,9
0.75,0.6,0.55,2.5,10,ESPN,559.6,9
0.75,0.65,0.55,2.5,10,ESPN,618.2,9
0.75,0.7,0.55,2.5,10,ESPN,617.5,9
0.75,0.75,0.55,2.5,10,ESPN,656.1,9
0.75,0.8,0.55,2.5,10,ESPN,642.5,9
0.75,0.8500000000000001,0.55,2.5,10,ESPN,712.1,9
0.75,0.9,0.55,2.5,10,ESPN,747.6,9
0.75,0.95,0.55,2.5,10,ESPN,743.7,9
0.75,1,0.55,2.5,10,ESPN,811,9
0.75,0.5,0.6,2.5,10,ESPN,474.5,9
0.75,0.55,0.6,2.5,10,ESPN,493.1,9
0.75,0.6,0.6,2.5,10,ESPN,604.1,9
0.75,0.65,0.6,2.5,10,ESPN,535.1,9
0.75,0.7,0.6,2.5,10,ESPN,650.2,9
0.75,0.75,0.6,2.5,10,ESPN,709.8,9
0.75,0.8,0.6,2.5,10,ESPN,689.2,9
0.75,0.8500000000000001,0.6,2.5,10,ESPN,712.9,9
0.75,0.9,0.6,2.5,10,ESPN,701.9,9
0.75,0.95,0.6,2.5,10,ESPN,780.4,9
0.75,1,0.6,2.5,10,ESPN,831.8,9
0.75,0.5,0.65,2.5,10,ESPN,571.6,9
0.75,0.55,0.65,2.5,10,ESPN,523.9,9
0.75,0.6,0.65,2.5,10,ESPN,559,9
0.75,0.65,0.65,2.5,10,ESPN,554.1,9
0.75,0.7,0.65,2.5,10,ESPN,617.7,9
0.75,0.75,0.65,2.5,10,ESPN,696.8,9
0.75,0.8,0.65,2.5,10,ESPN,736.7,9
0.75,0.8500000000000001,0.65,2.5,10,ESPN,759.5,9
0.75,0.9,0.65,2.5,10,ESPN,850.8,9
0.75,0.95,0.65,2.5,10,ESPN,869.9,9
0.75,1,0.65,2.5,10,ESPN,875.2,9
0.75,0.5,0.7,2.5,10,ESPN,473.8,9
0.75,0.55,0.7,2.5,10,ESPN,563.1,9
0.75,0.6,0.7,2.5,10,ESPN,606.4,9
0.75,0.65,0.7,2.5,10,ESPN,566.4,9
0.75,0.7,0.7,2.5,10,ESPN,670.7,9
0.75,0.75,0.7,2.5,10,ESPN,847.5,9
0.75,0.8,0.7,2.5,10,ESPN,776.6,9
0.75,0.8500000000000001,0.7,2.5,10,ESPN,784.7,9
0.75,0.9,0.7,2.5,10,ESPN,780.4,9
0.75,0.95,0.7,2.5,10,ESPN,883.9,9
0.75,1,0.7,2.5,10,ESPN,941,9
0.75,0.5,0.75,2.5,10,ESPN,528.6,9
0.75,0.55,0.75,2.5,10,ESPN,557.9,9
0.75,0.6,0.75,2.5,10,ESPN,566.9,9
0.75,0.65,0.75,2.5,10,ESPN,732.9,9
0.75,0.7,0.75,2.5,10,ESPN,721.1,9
0.75,0.75,0.75,2.5,10,ESPN,701.6,9
0.75,0.8,0.75,2.5,10,ESPN,807.2,9
0.75,0.8500000000000001,0.75,2.5,10,ESPN,781.5,9
0.75,0.9,0.75,2.5,10,ESPN,862,9
0.75,0.95,0.75,2.5,10,ESPN,930.4,9
0.75,1,0.75,2.5,10,ESPN,922,9
0.75,0.5,0.8,2.5,10,ESPN,467.1,9
0.75,0.55,0.8,2.5,10,ESPN,669.5,9
0.75,0.6,0.8,2.5,10,ESPN,646.7,9
0.75,0.65,0.8,2.5,10,ESPN,677.3,9
0.75,0.7,0.8,2.5,10,ESPN,735.9,9
0.75,0.75,0.8,2.5,10,ESPN,688.6,9
0.75,0.8,0.8,2.5,10,ESPN,791.1,9
0.75,0.8500000000000001,0.8,2.5,10,ESPN,787.5,9
0.75,0.9,0.8,2.5,10,ESPN,822.6,9
0.75,0.95,0.8,2.5,10,ESPN,850.9,9
0.75,1,0.8,2.5,10,ESPN,892.8,9
0.75,0.5,0.8500000000000001,2.5,10,ESPN,587.6,9
0.75,0.55,0.8500000000000001,2.5,10,ESPN,626.9,9
0.75,0.6,0.8500000000000001,2.5,10,ESPN,668.1,9
0.75,0.65,0.8500000000000001,2.5,10,ESPN,700.2,9
0.75,0.7,0.8500000000000001,2.5,10,ESPN,697.2,9
0.75,0.75,0.8500000000000001,2.5,10,ESPN,781.1,9
0.75,0.8,0.8500000000000001,2.5,10,ESPN,781.4,9
0.75,0.8500000000000001,0.8500000000000001,2.5,10,ESPN,856.7,9
0.75,0.9,0.8500000000000001,2.5,10,ESPN,867.9,9
0.75,0.95,0.8500000000000001,2.5,10,ESPN,925.7,9
0.75,1,0.8500000000000001,2.5,10,ESPN,970.2,9
0.75,0.5,0.9,2.5,10,ESPN,594.7,9
0.75,0.55,0.9,2.5,10,ESPN,670.5,9
0.75,0.6,0.9,2.5,10,ESPN,690.9,9
0.75,0.65,0.9,2.5,10,ESPN,701.6,9
0.75,0.7,0.9,2.5,10,ESPN,714.9,9
0.75,0.75,0.9,2.5,10,ESPN,794,9
0.75,0.8,0.9,2.5,10,ESPN,943.9,9
0.75,0.8500000000000001,0.9,2.5,10,ESPN,853.5,9
0.75,0.9,0.9,2.5,10,ESPN,865.1,9
0.75,0.95,0.9,2.5,10,ESPN,916.4,9
0.75,1,0.9,2.5,10,ESPN,955.4,9
0.75,0.5,0.95,2.5,10,ESPN,573.8,9
0.75,0.55,0.95,2.5,10,ESPN,651,9
0.75,0.6,0.95,2.5,10,ESPN,706.6,9
0.75,0.65,0.95,2.5,10,ESPN,673.1,9
0.75,0.7,0.95,2.5,10,ESPN,737.3,9
0.75,0.75,0.95,2.5,10,ESPN,796.8,9
0.75,0.8,0.95,2.5,10,ESPN,818.2,9
0.75,0.8500000000000001,0.95,2.5,10,ESPN,888.5,9
0.75,0.9,0.95,2.5,10,ESPN,986.2,9
0.75,0.95,0.95,2.5,10,ESPN,938.5,9
0.75,1,0.95,2.5,10,ESPN,852.8,9
0.75,0.5,1,2.5,10,ESPN,676.1,9
0.75,0.55,1,2.5,10,ESPN,627,9
0.75,0.6,1,2.5,10,ESPN,730.8,9
0.75,0.65,1,2.5,10,ESPN,741.3,9
0.75,0.7,1,2.5,10,ESPN,735,9
0.75,0.75,1,2.5,10,ESPN,778,9
0.75,0.8,1,2.5,10,ESPN,865,9
0.75,0.8500000000000001,1,2.5,10,ESPN,926.6,9
0.75,0.9,1,2.5,10,ESPN,910.1,9
0.75,0.95,1,2.5,10,ESPN,909.6,9
0.75,1,1,2.5,10,ESPN,911.6,9
0.75,0.5,0.5,3.5,10,ESPN,489.1,9
0.75,0.55,0.5,3.5,10,ESPN,482.4,9
0.75,0.6,0.5,3.5,10,ESPN,603.2,9
0.75,0.65,0.5,3.5,10,ESPN,574,9
0.75,0.7,0.5,3.5,10,ESPN,652,9
0.75,0.75,0.5,3.5,10,ESPN,702.2,9
0.75,0.8,0.5,3.5,10,ESPN,705.6,9
0.75,0.8500000000000001,0.5,3.5,10,ESPN,769.7,9
0.75,0.9,0.5,3.5,10,ESPN,866.2,9
0.75,0.95,0.5,3.5,10,ESPN,814,9
0.75,1,0.5,3.5,10,ESPN,864.6,9
0.75,0.5,0.55,3.5,10,ESPN,440.8,9
0.75,0.55,0.55,3.5,10,ESPN,494,9
0.75,0.6,0.55,3.5,10,ESPN,522.3,9
0.75,0.65,0.55,3.5,10,ESPN,679.9,9
0.75,0.7,0.55,3.5,10,ESPN,779.1,9
0.75,0.75,0.55,3.5,10,ESPN,619.1,9
0.75,0.8,0.55,3.5,10,ESPN,720.2,9
0.75,0.8500000000000001,0.55,3.5,10,ESPN,803.8,9
0.75,0.9,0.55,3.5,10,ESPN,799.7,9
0.75,0.95,0.55,3.5,10,ESPN,882.3,9
0.75,1,0.55,3.5,10,ESPN,963.4,9
0.75,0.5,0.6,3.5,10,ESPN,464.3,9
0.75,0.55,0.6,3.5,10,ESPN,539,9
0.75,0.6,0.6,3.5,10,ESPN,552.7,9
0.75,0.65,0.6,3.5,10,ESPN,635.9,9
0.75,0.7,0.6,3.5,10,ESPN,646.9,9
0.75,0.75,0.6,3.5,10,ESPN,741.4,9
0.75,0.8,0.6,3.5,10,ESPN,699.9,9
0.75,0.8500000000000001,0.6,3.5,10,ESPN,771.2,9
0.75,0.9,0.6,3.5,10,ESPN,775.9,9
0.75,0.95,0.6,3.5,10,ESPN,859.4,9
0.75,1,0.6,3.5,10,ESPN,852.4,9
0.75,0.5,0.65,3.5,10,ESPN,465.6,9
0.75,0.55,0.65,3.5,10,ESPN,554.3,9
0.75,0.6,0.65,3.5,10,ESPN,550.1,9
0.75,0.65,0.65,3.5,10,ESPN,578.5,9
0.75,0.7,0.65,3.5,10,ESPN,650.9,9
0.75,0.75,0.65,3.5,10,ESPN,764.1,9
0.75,0.8,0.65,3.5,10,ESPN,755.4,9
0.75,0.8500000000000001,0.65,3.5,10,ESPN,803.8,9
0.75,0.9,0.65,3.5,10,ESPN,818.8,9
0.75,0.95,0.65,3.5,10,ESPN,915.8,9
0.75,1,0.65,3.5,10,ESPN,955.2,9
0.75,0.5,0.7,3.5,10,ESPN,505.3,9
0.75,0.55,0.7,3.5,10,ESPN,557.7,9
0.75,0.6,0.7,3.5,10,ESPN,525.7,9
0.75,0.65,0.7,3.5,10,ESPN,634.9,9
0.75,0.7,0.7,3.5,10,ESPN,629.6,9
