p,q,n,scoring_method,eMaxHammingScore,fold
0.5,0.1,100000,Hamming,51.64,5
0.6,0.1,100000,Hamming,48.49,5
0.7,0.1,100000,Hamming,45.05,5
0.8,0.1,100000,Hamming,39.49,5
0.9,0.1,100000,Hamming,34.8,5
1,0.1,100000,Hamming,12,5
0.5,0.2,100000,Hamming,48.64,5
0.6,0.2,100000,Hamming,46.11,5
0.7,0.2,100000,Hamming,43.69,5
0.8,0.2,100000,Hamming,39.46,5
0.9,0.2,100000,Hamming,36.11,5
1,0.2,100000,Hamming,19,5
0.5,0.30000000000000004,100000,Hamming,44.37,5
0.6,0.30000000000000004,100000,Hamming,42.82,5
0.7,0.30000000000000004,100000,Hamming,41.04,5
0.8,0.30000000000000004,100000,Hamming,38.62,5
0.9,0.30000000000000004,100000,Hamming,36.06,5
1,0.30000000000000004,100000,Hamming,28,5
0.5,0.4,100000,Hamming,39.69,5
0.6,0.4,100000,Hamming,39.35,5
0.7,0.4,100000,Hamming,37.83,5
0.8,0.4,100000,Hamming,36.83,5
0.9,0.4,100000,Hamming,35.34,5
1,0.4,100000,Hamming,31,5
0.5,0.5,100000,Hamming,36.78,5
0.6,0.5,100000,Hamming,36.89,5
0.7,0.5,100000,Hamming,36.56,5
0.8,0.5,100000,Hamming,36.91,5
0.9,0.5,100000,Hamming,36.33,5
1,0.5,100000,Hamming,36,5
0.5,0.6000000000000001,100000,Hamming,39.96,5
0.6,0.6000000000000001,100000,Hamming,40.65,5
0.7,0.6000000000000001,100000,Hamming,41.62,5
0.8,0.6000000000000001,100000,Hamming,42.65,5
0.9,0.6000000000000001,100000,Hamming,43.38,5
1,0.6000000000000001,100000,Hamming,42,5
0.5,0.7000000000000001,100000,Hamming,44.77,5
0.6,0.7000000000000001,100000,Hamming,45.55,5
0.7,0.7000000000000001,100000,Hamming,46.92,5
0.8,0.7000000000000001,100000,Hamming,48.11,5
0.9,0.7000000000000001,100000,Hamming,49.03,5
1,0.7000000000000001,100000,Hamming,50,5
0.5,0.8,100000,Hamming,48.75,5
0.6,0.8,100000,Hamming,50.99,5
0.7,0.8,100000,Hamming,52.61,5
0.8,0.8,100000,Hamming,54.13,5
0.9,0.8,100000,Hamming,55.54,5
1,0.8,100000,Hamming,57,5
0.5,0.9,100000,Hamming,51.61,5
0.6,0.9,100000,Hamming,55.38,5
0.7,0.9,100000,Hamming,57.41,5
0.8,0.9,100000,Hamming,59.45,5
0.9,0.9,100000,Hamming,60.78,5
1,0.9,100000,Hamming,62,5
0.5,1,100000,Hamming,50.43,5
0.6,1,100000,Hamming,55.15,5
0.7,1,100000,Hamming,57.6,5
0.8,1,100000,Hamming,60.66,5
0.9,1,100000,Hamming,62.03,5
1,1,100000,Hamming,63,5
0.5,0,1,Hamming,21.22,6
0.6,0,1,Hamming,16.15,6
0.7,0,1,Hamming,11.72,6
0.8,0,1,Hamming,7.3,6
0.9,0,1,Hamming,3.55,6
1,0,1,Hamming,0,6
0.5,0.1,1,Hamming,21.07,6
0.6,0.1,1,Hamming,17.2,6
0.7,0.1,1,Hamming,13.47,6
0.8,0.1,1,Hamming,10.94,6
0.9,0.1,1,Hamming,5.89,6
1,0.1,1,Hamming,7,6
0.5,0.2,1,Hamming,21.3,6
0.6,0.2,1,Hamming,17.48,6
0.7,0.2,1,Hamming,15.27,6
0.8,0.2,1,Hamming,12.89,6
0.9,0.2,1,Hamming,9.96,6
1,0.2,1,Hamming,6,6
0.5,0.30000000000000004,1,Hamming,21.54,6
0.6,0.30000000000000004,1,Hamming,20.73,6
0.7,0.30000000000000004,1,Hamming,18.9,6
0.8,0.30000000000000004,1,Hamming,10.73,6
0.9,0.30000000000000004,1,Hamming,10.81,6
1,0.30000000000000004,1,Hamming,14,6
0.5,0.4,1,Hamming,21,6
0.6,0.4,1,Hamming,20.5,6
0.7,0.4,1,Hamming,15.28,6
0.8,0.4,1,Hamming,21.95,6
0.9,0.4,1,Hamming,13.85,6
1,0.4,1,Hamming,16,6
0.5,0.5,1,Hamming,20.78,6
0.6,0.5,1,Hamming,20.66,6
0.7,0.5,1,Hamming,18.24,6
0.8,0.5,1,Hamming,24.57,6
0.9,0.5,1,Hamming,20.92,6
1,0.5,1,Hamming,19,6
0.5,0.6000000000000001,1,Hamming,21.3,6
0.6,0.6000000000000001,1,Hamming,22.96,6
0.7,0.6000000000000001,1,Hamming,23.52,6
0.8,0.6000000000000001,1,Hamming,26.32,6
0.9,0.6000000000000001,1,Hamming,26.13,6
1,0.6000000000000001,1,Hamming,25,6
0.5,0.7000000000000001,1,Hamming,21.84,6
0.6,0.7000000000000001,1,Hamming,22.58,6
0.7,0.7000000000000001,1,Hamming,23.04,6
0.8,0.7000000000000001,1,Hamming,29.08,6
0.9,0.7000000000000001,1,Hamming,41.67,6
1,0.7000000000000001,1,Hamming,34,6
0.5,0.8,1,Hamming,21.04,6
0.6,0.8,1,Hamming,24.4,6
0.7,0.8,1,Hamming,30.78,6
0.8,0.8,1,Hamming,31.7,6
0.9,0.8,1,Hamming,39.5,6
1,0.8,1,Hamming,47,6
0.5,0.9,1,Hamming,21.29,6
0.6,0.9,1,Hamming,25.45,6
0.7,0.9,1,Hamming,32.31,6
0.8,0.9,1,Hamming,39.23,6
0.9,0.9,1,Hamming,42.55,6
1,0.9,1,Hamming,60,6
0.5,1,1,Hamming,21.29,6
0.6,1,1,Hamming,26.92,6
0.7,1,1,Hamming,35.3,6
0.8,1,1,Hamming,41.69,6
0.9,1,1,Hamming,51.06,6
1,1,1,Hamming,63,6
0.5,0,10,Hamming,23.88,6
0.6,0,10,Hamming,18.81,6
0.7,0,10,Hamming,14.3,6
0.8,0,10,Hamming,8.84,6
0.9,0,10,Hamming,5.04,6
1,0,10,Hamming,0,6
0.5,0.1,10,Hamming,26.05,6
0.6,0.1,10,Hamming,21.19,6
0.7,0.1,10,Hamming,17.31,6
0.8,0.1,10,Hamming,13.52,6
0.9,0.1,10,Hamming,9.1,6
1,0.1,10,Hamming,6,6
0.5,0.2,10,Hamming,26.25,6
0.6,0.2,10,Hamming,22.9,6
0.7,0.2,10,Hamming,19.64,6
0.8,0.2,10,Hamming,16.49,6
0.9,0.2,10,Hamming,14.58,6
1,0.2,10,Hamming,10,6
0.5,0.30000000000000004,10,Hamming,26.92,6
0.6,0.30000000000000004,10,Hamming,24.67,6
0.7,0.30000000000000004,10,Hamming,23.91,6
0.8,0.30000000000000004,10,Hamming,18.49,6
0.9,0.30000000000000004,10,Hamming,16.22,6
1,0.30000000000000004,10,Hamming,15,6
0.5,0.4,10,Hamming,26.29,6
0.6,0.4,10,Hamming,25.31,6
0.7,0.4,10,Hamming,23.88,6
0.8,0.4,10,Hamming,23.24,6
0.9,0.4,10,Hamming,21.02,6
1,0.4,10,Hamming,22,6
0.5,0.5,10,Hamming,26.56,6
0.6,0.5,10,Hamming,26.99,6
0.7,0.5,10,Hamming,28.18,6
0.8,0.5,10,Hamming,26.91,6
0.9,0.5,10,Hamming,26.37,6
1,0.5,10,Hamming,25,6
0.5,0.6000000000000001,10,Hamming,26.46,6
0.6,0.6000000000000001,10,Hamming,28.39,6
0.7,0.6000000000000001,10,Hamming,29.66,6
0.8,0.6000000000000001,10,Hamming,30.89,6
0.9,0.6000000000000001,10,Hamming,30.41,6
1,0.6000000000000001,10,Hamming,34,6
0.5,0.7000000000000001,10,Hamming,26.73,6
0.6,0.7000000000000001,10,Hamming,28.72,6
0.7,0.7000000000000001,10,Hamming,31.32,6
0.8,0.7000000000000001,10,Hamming,33.72,6
0.9,0.7000000000000001,10,Hamming,36.54,6
1,0.7000000000000001,10,Hamming,40,6
0.5,0.8,10,Hamming,26.51,6
0.6,0.8,10,Hamming,30.53,6
0.7,0.8,10,Hamming,34.07,6
0.8,0.8,10,Hamming,39.62,6
0.9,0.8,10,Hamming,48.71,6
1,0.8,10,Hamming,45,6
0.5,0.9,10,Hamming,26.33,6
0.6,0.9,10,Hamming,30.87,6
0.7,0.9,10,Hamming,36.44,6
0.8,0.9,10,Hamming,42.27,6
0.9,0.9,10,Hamming,50.88,6
1,0.9,10,Hamming,56,6
0.5,1,10,Hamming,24.64,6
0.6,1,10,Hamming,29.9,6
0.7,1,10,Hamming,37.99,6
0.8,1,10,Hamming,44.68,6
0.9,1,10,Hamming,54.5,6
1,1,10,Hamming,63,6
0.5,0,100,Hamming,29.74,6
0.6,0,100,Hamming,22.03,6
0.7,0,100,Hamming,16.76,6
0.8,0,100,Hamming,12,6
0.9,0,100,Hamming,7.08,6
1,0,100,Hamming,0,6
0.5,0.1,100,Hamming,30.98,6
0.6,0.1,100,Hamming,26.14,6
0.7,0.1,100,Hamming,22,6
0.8,0.1,100,Hamming,17.96,6
0.9,0.1,100,Hamming,12.82,6
1,0.1,100,Hamming,8,6
0.5,0.2,100,Hamming,31.29,6
0.6,0.2,100,Hamming,28.12,6
0.7,0.2,100,Hamming,24.56,6
0.8,0.2,100,Hamming,21.18,6
0.9,0.2,100,Hamming,17.77,6
1,0.2,100,Hamming,14,6
0.5,0.30000000000000004,100,Hamming,30.85,6
0.6,0.30000000000000004,100,Hamming,28.7,6
0.7,0.30000000000000004,100,Hamming,26.69,6
0.8,0.30000000000000004,100,Hamming,23.29,6
0.9,0.30000000000000004,100,Hamming,21.73,6
1,0.30000000000000004,100,Hamming,18,6
0.5,0.4,100,Hamming,30.68,6
0.6,0.4,100,Hamming,29.33,6
0.7,0.4,100,Hamming,27.91,6
0.8,0.4,100,Hamming,26.96,6
0.9,0.4,100,Hamming,26.44,6
1,0.4,100,Hamming,24,6
0.5,0.5,100,Hamming,29.99,6
0.6,0.5,100,Hamming,30.55,6
0.7,0.5,100,Hamming,29.84,6
0.8,0.5,100,Hamming,31.42,6
0.9,0.5,100,Hamming,29.8,6
1,0.5,100,Hamming,31,6
0.5,0.6000000000000001,100,Hamming,30.36,6
0.6,0.6000000000000001,100,Hamming,32.13,6
0.7,0.6000000000000001,100,Hamming,31.97,6
0.8,0.6000000000000001,100,Hamming,34.17,6
0.9,0.6000000000000001,100,Hamming,36.84,6
1,0.6000000000000001,100,Hamming,37,6
0.5,0.7000000000000001,100,Hamming,31.09,6
0.6,0.7000000000000001,100,Hamming,33.5,6
0.7,0.7000000000000001,100,Hamming,35.44,6
0.8,0.7000000000000001,100,Hamming,38.9,6
0.9,0.7000000000000001,100,Hamming,40.49,6
1,0.7000000000000001,100,Hamming,46,6
0.5,0.8,100,Hamming,31.64,6
0.6,0.8,100,Hamming,35.81,6
0.7,0.8,100,Hamming,39.02,6
0.8,0.8,100,Hamming,43.68,6
0.9,0.8,100,Hamming,47.65,6
1,0.8,100,Hamming,51,6
0.5,0.9,100,Hamming,31.26,6
0.6,0.9,100,Hamming,36.22,6
0.7,0.9,100,Hamming,42.38,6
0.8,0.9,100,Hamming,47.6,6
0.9,0.9,100,Hamming,54.31,6
1,0.9,100,Hamming,59,6
0.5,1,100,Hamming,29.87,6
0.6,1,100,Hamming,35.24,6
0.7,1,100,Hamming,41.22,6
0.8,1,100,Hamming,49.25,6
0.9,1,100,Hamming,57.56,6
1,1,100,Hamming,63,6
0.5,0,1000,Hamming,35.77,6
0.6,0,1000,Hamming,29.94,6
0.7,0,1000,Hamming,23.16,6
0.8,0,1000,Hamming,17.28,6
0.9,0,1000,Hamming,11.68,6
1,0,1000,Hamming,0,6
0.5,0.1,1000,Hamming,38.03,6
0.6,0.1,1000,Hamming,33.6,6
0.7,0.1,1000,Hamming,27.42,6
0.8,0.1,1000,Hamming,22.42,6
0.9,0.1,1000,Hamming,17.38,6
1,0.1,1000,Hamming,12,6
0.5,0.2,1000,Hamming,37.17,6
0.6,0.2,1000,Hamming,34.25,6
0.7,0.2,1000,Hamming,28.92,6
0.8,0.2,1000,Hamming,25.62,6
0.9,0.2,1000,Hamming,21.66,6
1,0.2,1000,Hamming,16,6
0.5,0.30000000000000004,1000,Hamming,35.56,6
0.6,0.30000000000000004,1000,Hamming,33.56,6
0.7,0.30000000000000004,1000,Hamming,30.16,6
0.8,0.30000000000000004,1000,Hamming,27.47,6
0.9,0.30000000000000004,1000,Hamming,25.33,6
1,0.30000000000000004,1000,Hamming,21,6
0.5,0.4,1000,Hamming,33.65,6
0.6,0.4,1000,Hamming,32.19,6
0.7,0.4,1000,Hamming,31.32,6
0.8,0.4,1000,Hamming,29.74,6
0.9,0.4,1000,Hamming,28.96,6
1,0.4,1000,Hamming,28,6
0.5,0.5,1000,Hamming,32.96,6
0.6,0.5,1000,Hamming,33.07,6
0.7,0.5,1000,Hamming,33.37,6
0.8,0.5,1000,Hamming,32.75,6
0.9,0.5,1000,Hamming,32.85,6
1,0.5,1000,Hamming,32,6
0.5,0.6000000000000001,1000,Hamming,34.04,6
0.6,0.6000000000000001,1000,Hamming,35.06,6
0.7,0.6000000000000001,1000,Hamming,36.64,6
0.8,0.6000000000000001,1000,Hamming,37.33,6
0.9,0.6000000000000001,1000,Hamming,37.82,6
1,0.6000000000000001,1000,Hamming,39,6
0.5,0.7000000000000001,1000,Hamming,35.71,6
0.6,0.7000000000000001,1000,Hamming,38.53,6
0.7,0.7000000000000001,1000,Hamming,40.61,6
0.8,0.7000000000000001,1000,Hamming,43.45,6
0.9,0.7000000000000001,1000,Hamming,44.2,6
1,0.7000000000000001,1000,Hamming,47,6
0.5,0.8,1000,Hamming,36.56,6
0.6,0.8,1000,Hamming,41.05,6
0.7,0.8,1000,Hamming,44.91,6
0.8,0.8,1000,Hamming,48.37,6
0.9,0.8,1000,Hamming,50.21,6
1,0.8,1000,Hamming,53,6
0.5,0.9,1000,Hamming,37.52,6
0.6,0.9,1000,Hamming,43.76,6
0.7,0.9,1000,Hamming,47.82,6
0.8,0.9,1000,Hamming,53.29,6
0.9,0.9,1000,Hamming,58.09,6
1,0.9,1000,Hamming,60,6
0.5,1,1000,Hamming,35.23,6
0.6,1,1000,Hamming,42.87,6
0.7,1,1000,Hamming,47.8,6
0.8,1,1000,Hamming,54.16,6
0.9,1,1000,Hamming,60.58,6
1,1,1000,Hamming,63,6
0.5,0,10000,Hamming,43.91,6
0.6,0,10000,Hamming,40.1,6
0.7,0,10000,Hamming,32.9,6
0.8,0,10000,Hamming,27.12,6
0.9,0,10000,Hamming,18.64,6
1,0,10000,Hamming,0,6
0.5,0.1,10000,Hamming,46.47,6
0.6,0.1,10000,Hamming,41.4,6
0.7,0.1,10000,Hamming,36.93,6
0.8,0.1,10000,Hamming,30.16,6
0.9,0.1,10000,Hamming,24.23,6
1,0.1,10000,Hamming,11,6
0.5,0.2,10000,Hamming,43.1,6
0.6,0.2,10000,Hamming,40.79,6
0.7,0.2,10000,Hamming,36.51,6
0.8,0.2,10000,Hamming,32.51,6
0.9,0.2,10000,Hamming,27.3,6
1,0.2,10000,Hamming,17,6
0.5,0.30000000000000004,10000,Hamming,40.91,6
0.6,0.30000000000000004,10000,Hamming,38.93,6
0.7,0.30000000000000004,10000,Hamming,35.74,6
0.8,0.30000000000000004,10000,Hamming,33.03,6
0.9,0.30000000000000004,10000,Hamming,30.17,6
1,0.30000000000000004,10000,Hamming,24,6
0.5,0.4,10000,Hamming,37.38,6
0.6,0.4,10000,Hamming,36.26,6
0.7,0.4,10000,Hamming,34.56,6
0.8,0.4,10000,Hamming,33.09,6
0.9,0.4,10000,Hamming,31.52,6
1,0.4,10000,Hamming,28,6
0.5,0.5,10000,Hamming,35.15,6
0.6,0.5,10000,Hamming,34.86,6
0.7,0.5,10000,Hamming,34.81,6
0.8,0.5,10000,Hamming,34.72,6
0.9,0.5,10000,Hamming,34.89,6
1,0.5,10000,Hamming,35,6
0.5,0.6000000000000001,10000,Hamming,37.86,6
0.6,0.6000000000000001,10000,Hamming,38.3,6
0.7,0.6000000000000001,10000,Hamming,38.78,6
0.8,0.6000000000000001,10000,Hamming,41.14,6
0.9,0.6000000000000001,10000,Hamming,42.67,6
1,0.6000000000000001,10000,Hamming,43,6
0.5,0.7000000000000001,10000,Hamming,41.28,6
0.6,0.7000000000000001,10000,Hamming,42.95,6
0.7,0.7000000000000001,10000,Hamming,43.91,6
0.8,0.7000000000000001,10000,Hamming,45.75,6
0.9,0.7000000000000001,10000,Hamming,46.75,6
1,0.7000000000000001,10000,Hamming,47,6
0.5,0.8,10000,Hamming,43.36,6
0.6,0.8,10000,Hamming,47.53,6
0.7,0.8,10000,Hamming,49.85,6
0.8,0.8,10000,Hamming,51.76,6
0.9,0.8,10000,Hamming,53.57,6
1,0.8,10000,Hamming,55,6
0.5,0.9,10000,Hamming,46.55,6
0.6,0.9,10000,Hamming,51.14,6
0.7,0.9,10000,Hamming,55.26,6
0.8,0.9,10000,Hamming,57.82,6
0.9,0.9,10000,Hamming,59.76,6
1,0.9,10000,Hamming,61,6
0.5,1,10000,Hamming,44.07,6
0.6,1,10000,Hamming,51.39,6
0.7,1,10000,Hamming,55.82,6
0.8,1,10000,Hamming,59.65,6
0.9,1,10000,Hamming,61.72,6
1,1,10000,Hamming,63,6
0.5,0,100000,Hamming,51.23,6
0.6,0,100000,Hamming,45.89,6
0.7,0,100000,Hamming,42.32,6
0.8,0,100000,Hamming,35.92,6
0.9,0,100000,Hamming,32.16,6
1,0,100000,Hamming,0,6
0.5,0.1,100000,Hamming,51.54,6
0.6,0.1,100000,Hamming,49.49,6
0.7,0.1,100000,Hamming,44.36,6
0.8,0.1,100000,Hamming,39.79,6
0.9,0.1,100000,Hamming,35.54,6
1,0.1,100000,Hamming,15,6
0.5,0.2,100000,Hamming,48.71,6
0.6,0.2,100000,Hamming,46.01,6
0.7,0.2,100000,Hamming,43.51,6
0.8,0.2,100000,Hamming,39.62,6
0.9,0.2,100000,Hamming,35.64,6
1,0.2,100000,Hamming,19,6
0.5,0.30000000000000004,100000,Hamming,44.75,6
0.6,0.30000000000000004,100000,Hamming,42.57,6
0.7,0.30000000000000004,100000,Hamming,40.88,6
0.8,0.30000000000000004,100000,Hamming,38.76,6
0.9,0.30000000000000004,100000,Hamming,36.06,6
1,0.30000000000000004,100000,Hamming,25,6
0.5,0.4,100000,Hamming,40.35,6
0.6,0.4,100000,Hamming,39.16,6
0.7,0.4,100000,Hamming,37.91,6
0.8,0.4,100000,Hamming,36.86,6
0.9,0.4,100000,Hamming,35.56,6
1,0.4,100000,Hamming,31,6
0.5,0.5,100000,Hamming,36.89,6
0.6,0.5,100000,Hamming,36.86,6
0.7,0.5,100000,Hamming,36.88,6
0.8,0.5,100000,Hamming,36.6,6
0.9,0.5,100000,Hamming,36.32,6
1,0.5,100000,Hamming,38,6
0.5,0.6000000000000001,100000,Hamming,39.72,6
0.6,0.6000000000000001,100000,Hamming,40.82,6
0.7,0.6000000000000001,100000,Hamming,41.64,6
0.8,0.6000000000000001,100000,Hamming,42.47,6
0.9,0.6000000000000001,100000,Hamming,42.71,6
1,0.6000000000000001,100000,Hamming,44,6
0.5,0.7000000000000001,100000,Hamming,44.52,6
0.6,0.7000000000000001,100000,Hamming,45.82,6
0.7,0.7000000000000001,100000,Hamming,47.32,6
0.8,0.7000000000000001,100000,Hamming,47.83,6
0.9,0.7000000000000001,100000,Hamming,49.71,6
1,0.7000000000000001,100000,Hamming,52,6
0.5,0.8,100000,Hamming,48.36,6
0.6,0.8,100000,Hamming,50.85,6
0.7,0.8,100000,Hamming,52.47,6
0.8,0.8,100000,Hamming,54,6
0.9,0.8,100000,Hamming,55.45,6
1,0.8,100000,Hamming,59,6
0.5,0.9,100000,Hamming,52.42,6
0.6,0.9,100000,Hamming,54.97,6
0.7,0.9,100000,Hamming,57.01,6
0.8,0.9,100000,Hamming,59.61,6
0.9,0.9,100000,Hamming,61,6
1,0.9,100000,Hamming,63,6
0.5,1,100000,Hamming,50.51,6
0.6,1,100000,Hamming,54.99,6
0.7,1,100000,Hamming,57.56,6
0.8,1,100000,Hamming,60.22,6
0.9,1,100000,Hamming,61.92,6
1,1,100000,Hamming,63,6
0.5,0,1,Hamming,21,7
0.6,0,1,Hamming,16.17,7
0.7,0,1,Hamming,10.83,7
0.8,0,1,Hamming,6.94,7
0.9,0,1,Hamming,3.14,7
1,0,1,Hamming,0,7
0.5,0.1,1,Hamming,21.25,7
0.6,0.1,1,Hamming,17.37,7
0.7,0.1,1,Hamming,13.17,7
0.8,0.1,1,Hamming,8.93,7
0.9,0.1,1,Hamming,5.96,7
1,0.1,1,Hamming,0,7
0.5,0.2,1,Hamming,21.38,7
0.6,0.2,1,Hamming,18.52,7
0.7,0.2,1,Hamming,14.61,7
0.8,0.2,1,Hamming,13.8,7
0.9,0.2,1,Hamming,9.4,7
1,0.2,1,Hamming,7,7
0.5,0.30000000000000004,1,Hamming,20.71,7
0.6,0.30000000000000004,1,Hamming,20.13,7
0.7,0.30000000000000004,1,Hamming,17.02,7
0.8,0.30000000000000004,1,Hamming,17.55,7
0.9,0.30000000000000004,1,Hamming,10.99,7
1,0.30000000000000004,1,Hamming,8,7
0.5,0.4,1,Hamming,22.02,7
0.6,0.4,1,Hamming,20.18,7
0.7,0.4,1,Hamming,19.56,7
0.8,0.4,1,Hamming,20.37,7
0.9,0.4,1,Hamming,18.11,7
1,0.4,1,Hamming,23,7
0.5,0.5,1,Hamming,20.38,7
0.6,0.5,1,Hamming,20.51,7
0.7,0.5,1,Hamming,21.14,7
0.8,0.5,1,Hamming,14.91,7
0.9,0.5,1,Hamming,22.83,7
1,0.5,1,Hamming,24,7
0.5,0.6000000000000001,1,Hamming,21.63,7
0.6,0.6000000000000001,1,Hamming,23.84,7
0.7,0.6000000000000001,1,Hamming,26.01,7
0.8,0.6000000000000001,1,Hamming,25.41,7
0.9,0.6000000000000001,1,Hamming,29.37,7
1,0.6000000000000001,1,Hamming,23,7
0.5,0.7000000000000001,1,Hamming,20.8,7
0.6,0.7000000000000001,1,Hamming,24.21,7
0.7,0.7000000000000001,1,Hamming,26.85,7
0.8,0.7000000000000001,1,Hamming,27.18,7
0.9,0.7000000000000001,1,Hamming,27.81,7
1,0.7000000000000001,1,Hamming,29,7
0.5,0.8,1,Hamming,21.24,7
0.6,0.8,1,Hamming,22.55,7
0.7,0.8,1,Hamming,29.78,7
0.8,0.8,1,Hamming,31.62,7
0.9,0.8,1,Hamming,39.39,7
1,0.8,1,Hamming,43,7
0.5,0.9,1,Hamming,21.21,7
0.6,0.9,1,Hamming,26.77,7
0.7,0.9,1,Hamming,29.54,7
0.8,0.9,1,Hamming,36.86,7
0.9,0.9,1,Hamming,34.55,7
1,0.9,1,Hamming,59,7
0.5,1,1,Hamming,21.98,7
0.6,1,1,Hamming,26.94,7
0.7,1,1,Hamming,34.82,7
0.8,1,1,Hamming,43.1,7
0.9,1,1,Hamming,51.41,7
1,1,1,Hamming,63,7
0.5,0,10,Hamming,23.86,7
0.6,0,10,Hamming,17.98,7
0.7,0,10,Hamming,13.21,7
0.8,0,10,Hamming,9.2,7
0.9,0,10,Hamming,4.82,7
1,0,10,Hamming,0,7
0.5,0.1,10,Hamming,25.58,7
0.6,0.1,10,Hamming,21.65,7
0.7,0.1,10,Hamming,16.94,7
0.8,0.1,10,Hamming,14.24,7
0.9,0.1,10,Hamming,9.46,7
1,0.1,10,Hamming,6,7
0.5,0.2,10,Hamming,25.95,7
0.6,0.2,10,Hamming,23.44,7
0.7,0.2,10,Hamming,19.06,7
0.8,0.2,10,Hamming,15.8,7
0.9,0.2,10,Hamming,11.77,7
1,0.2,10,Hamming,12,7
0.5,0.30000000000000004,10,Hamming,26.48,7
0.6,0.30000000000000004,10,Hamming,24.37,7
0.7,0.30000000000000004,10,Hamming,23.03,7
0.8,0.30000000000000004,10,Hamming,21.42,7
0.9,0.30000000000000004,10,Hamming,17.91,7
1,0.30000000000000004,10,Hamming,16,7
0.5,0.4,10,Hamming,26.16,7
0.6,0.4,10,Hamming,25.07,7
0.7,0.4,10,Hamming,25,7
0.8,0.4,10,Hamming,24.97,7
0.9,0.4,10,Hamming,23.73,7
1,0.4,10,Hamming,20,7
0.5,0.5,10,Hamming,26.79,7
0.6,0.5,10,Hamming,26.41,7
0.7,0.5,10,Hamming,27.32,7
0.8,0.5,10,Hamming,26.07,7
0.9,0.5,10,Hamming,28.21,7
1,0.5,10,Hamming,22,7
0.5,0.6000000000000001,10,Hamming,26.25,7
0.6,0.6000000000000001,10,Hamming,27.83,7
0.7,0.6000000000000001,10,Hamming,28.43,7
0.8,0.6000000000000001,10,Hamming,31.4,7
0.9,0.6000000000000001,10,Hamming,32.36,7
1,0.6000000000000001,10,Hamming,31,7
0.5,0.7000000000000001,10,Hamming,26.5,7
0.6,0.7000000000000001,10,Hamming,28.46,7
0.7,0.7000000000000001,10,Hamming,31.65,7
0.8,0.7000000000000001,10,Hamming,34.13,7
0.9,0.7000000000000001,10,Hamming,41.96,7
1,0.7000000000000001,10,Hamming,38,7
0.5,0.8,10,Hamming,27.16,7
0.6,0.8,10,Hamming,30.58,7
0.7,0.8,10,Hamming,34.61,7
0.8,0.8,10,Hamming,37.65,7
0.9,0.8,10,Hamming,42.83,7
1,0.8,10,Hamming,46,7
0.5,0.9,10,Hamming,26.17,7
0.6,0.9,10,Hamming,31.61,7
0.7,0.9,10,Hamming,36.45,7
0.8,0.9,10,Hamming,43.47,7
0.9,0.9,10,Hamming,49.01,7
1,0.9,10,Hamming,55,7
0.5,1,10,Hamming,24.26,7
0.6,1,10,Hamming,31.02,7
0.7,1,10,Hamming,36.2,7
0.8,1,10,Hamming,44.87,7
0.9,1,10,Hamming,53.96,7
1,1,10,Hamming,63,7
0.5,0,100,Hamming,28.38,7
0.6,0,100,Hamming,23.18,7
0.7,0,100,Hamming,18.06,7
0.8,0,100,Hamming,12.48,7
0.9,0,100,Hamming,7.04,7
1,0,100,Hamming,0,7
0.5,0.1,100,Hamming,31.19,7
0.6,0.1,100,Hamming,26.78,7
0.7,0.1,100,Hamming,21.72,7
0.8,0.1,100,Hamming,17.61,7
0.9,0.1,100,Hamming,14.14,7
1,0.1,100,Hamming,6,7
0.5,0.2,100,Hamming,31.82,7
0.6,0.2,100,Hamming,27.42,7
0.7,0.2,100,Hamming,23.86,7
0.8,0.2,100,Hamming,21.27,7
0.9,0.2,100,Hamming,17.29,7
1,0.2,100,Hamming,14,7
0.5,0.30000000000000004,100,Hamming,31.21,7
0.6,0.30000000000000004,100,Hamming,28.44,7
0.7,0.30000000000000004,100,Hamming,26.31,7
0.8,0.30000000000000004,100,Hamming,24.53,7
0.9,0.30000000000000004,100,Hamming,21.28,7
1,0.30000000000000004,100,Hamming,19,7
0.5,0.4,100,Hamming,30.7,7
0.6,0.4,100,Hamming,29.4,7
0.7,0.4,100,Hamming,28.22,7
0.8,0.4,100,Hamming,26.73,7
0.9,0.4,100,Hamming,25.64,7
1,0.4,100,Hamming,24,7
0.5,0.5,100,Hamming,30.22,7
0.6,0.5,100,Hamming,30.26,7
0.7,0.5,100,Hamming,30.14,7
0.8,0.5,100,Hamming,30.07,7
0.9,0.5,100,Hamming,29.78,7
1,0.5,100,Hamming,31,7
0.5,0.6000000000000001,100,Hamming,30.26,7
0.6,0.6000000000000001,100,Hamming,32.43,7
0.7,0.6000000000000001,100,Hamming,32.4,7
0.8,0.6000000000000001,100,Hamming,34.47,7
0.9,0.6000000000000001,100,Hamming,34.44,7
1,0.6000000000000001,100,Hamming,36,7
0.5,0.7000000000000001,100,Hamming,30.8,7
0.6,0.7000000000000001,100,Hamming,33.4,7
0.7,0.7000000000000001,100,Hamming,36.08,7
0.8,0.7000000000000001,100,Hamming,37.95,7
0.9,0.7000000000000001,100,Hamming,40.94,7
1,0.7000000000000001,100,Hamming,47,7
0.5,0.8,100,Hamming,31.34,7
0.6,0.8,100,Hamming,35.37,7
0.7,0.8,100,Hamming,39.05,7
0.8,0.8,100,Hamming,43.55,7
0.9,0.8,100,Hamming,47.34,7
