wp,n,k,p,q,r,score_method
4.295091148129333e-5,1,10,0.75,0.25,0.9,Hamming
3.4191336291239393e-4,10,10,0.75,0.25,0.9,Hamming
0.00187315033720067,100,10,0.75,0.25,0.9,Hamming
0.0070759537510027,1000,10,0.75,0.25,0.9,Hamming
6.851591481557761e-6,1,100,0.75,0.25,0.9,Hamming
5.8787114181721734e-5,10,100,0.75,0.25,0.9,Hamming
3.721369028723913e-4,100,100,0.75,0.25,0.9,Hamming
0.00166385261868204,1000,100,0.75,0.25,0.9,Hamming
1.52724016803661e-6,1,1000,0.75,0.25,0.9,Hamming
1.3673157631941155e-5,10,1000,0.75,0.25,0.9,Hamming
9.507992121238936e-5,100,1000,0.75,0.25,0.9,Hamming
4.788135793984078e-4,1000,1000,0.75,0.25,0.9,Hamming
0.00136083499889376,1,1,0.75,0.30000000000000004,0.9,Hamming
0.00908390734406997,10,1,0.75,0.30000000000000004,0.9,Hamming
0.0365168161369185,100,1,0.75,0.30000000000000004,0.9,Hamming
0.0969831314392452,1000,1,0.75,0.30000000000000004,0.9,Hamming
7.968280330250664e-5,1,10,0.75,0.30000000000000004,0.9,Hamming
6.642276476189867e-4,10,10,0.75,0.30000000000000004,0.9,Hamming
0.00387119948835491,100,10,0.75,0.30000000000000004,0.9,Hamming
0.01515276390297001,1000,10,0.75,0.30000000000000004,0.9,Hamming
1.279862660031362e-5,1,100,0.75,0.30000000000000004,0.9,Hamming
1.1443187204744432e-4,10,100,0.75,0.30000000000000004,0.9,Hamming
7.792083745835583e-4,100,100,0.75,0.30000000000000004,0.9,Hamming
0.00370363043650541,1000,100,0.75,0.30000000000000004,0.9,Hamming
2.8550008034862857e-6,1,1000,0.75,0.30000000000000004,0.9,Hamming
2.6486247641709497e-5,10,1000,0.75,0.30000000000000004,0.9,Hamming
1.986163296826589e-4,100,1000,0.75,0.30000000000000004,0.9,Hamming
0.00107992971788705,1000,1000,0.75,0.30000000000000004,0.9,Hamming
0.00241686133541562,1,1,0.75,0.35000000000000003,0.9,Hamming
0.01645221822695212,10,1,0.75,0.35000000000000003,0.9,Hamming
0.06577684308579967,100,1,0.75,0.35000000000000003,0.9,Hamming
0.1675403075223997,1000,1,0.75,0.35000000000000003,0.9,Hamming
1.4734045309241112e-4,1,10,0.75,0.35000000000000003,0.9,Hamming
0.00126700094108722,10,10,0.75,0.35000000000000003,0.9,Hamming
0.00770533453899801,100,10,0.75,0.35000000000000003,0.9,Hamming
0.03060587631554182,1000,10,0.75,0.35000000000000003,0.9,Hamming
2.381242124203207e-5,1,100,0.75,0.35000000000000003,0.9,Hamming
2.1883015754132928e-4,10,100,0.75,0.35000000000000003,0.9,Hamming
0.0015738350183681,100,100,0.75,0.35000000000000003,0.9,Hamming
0.00781606322414558,1000,100,0.75,0.35000000000000003,0.9,Hamming
5.3080986742676346e-6,1,1000,0.75,0.35000000000000003,0.9,Hamming
5.037946617253187e-5,10,1000,0.75,0.35000000000000003,0.9,Hamming
3.9984969760273374e-4,100,1000,0.75,0.35000000000000003,0.9,Hamming
0.00231003425854066,1000,1000,0.75,0.35000000000000003,0.9,Hamming
0.00425611944508593,1,1,0.75,0.4,0.9,Hamming
0.02906653518494438,10,1,0.75,0.4,0.9,Hamming
0.11279601898431375,100,1,0.75,0.4,0.9,Hamming
0.2688921629916134,1000,1,0.75,0.4,0.9,Hamming
2.7165405016593957e-4,1,10,0.75,0.4,0.9,Hamming
0.0023847462030549,10,10,0.75,0.4,0.9,Hamming
0.01488344156661452,100,10,0.75,0.4,0.9,Hamming
0.05873525103295717,1000,10,0.75,0.4,0.9,Hamming
4.413898786484959e-5,1,100,0.75,0.4,0.9,Hamming
4.1321127792524486e-4,10,100,0.75,0.4,0.9,Hamming
0.00309442082531169,100,100,0.75,0.4,0.9,Hamming
0.01580246259866258,1000,100,0.75,0.4,0.9,Hamming
9.814416193596386e-6,1,1000,0.75,0.4,0.9,Hamming
9.454396743066294e-5,10,1000,0.75,0.4,0.9,Hamming
7.831529619195189e-4,100,1000,0.75,0.4,0.9,Hamming
0.00474278093793821,1000,1000,0.75,0.4,0.9,Hamming
0.00742767237641243,1,1,0.75,0.45,0.9,Hamming
0.05009604625486708,10,1,0.75,0.45,0.9,Hamming
0.18394353964319893,100,1,0.75,0.45,0.9,Hamming
0.4006265122977666,1000,1,0.75,0.45,0.9,Hamming
4.996291633011525e-4,1,10,0.75,0.45,0.9,Hamming
0.00444283294592821,10,10,0.75,0.45,0.9,Hamming
0.0280111637644926,100,10,0.75,0.45,0.9,Hamming
0.10731141363806576,1000,10,0.75,0.45,0.9,Hamming
8.153408548816042e-5,1,100,0.75,0.45,0.9,Hamming
7.729152504396432e-4,10,100,0.75,0.45,0.9,Hamming
0.00595724111388508,100,100,0.75,0.45,0.9,Hamming
0.03079091857517174,1000,100,0.75,0.45,0.9,Hamming
1.80426216034418e-5,1,1000,0.75,0.45,0.9,Hamming
1.7552249751241107e-4,10,1000,0.75,0.45,0.9,Hamming
0.0015013603332891,100,1000,0.75,0.45,0.9,Hamming
0.00941738545839954,1000,1000,0.75,0.45,0.9,Hamming
0.01283661247602792,1,1,0.75,0.5,0.9,Hamming
0.08406596742179893,10,1,0.75,0.5,0.9,Hamming
0.2841347402025096,100,1,0.75,0.5,0.9,Hamming
0.5528138460845526,1000,1,0.75,0.5,0.9,Hamming
9.171843851872522e-4,1,10,0.75,0.5,0.9,Hamming
0.00820870151287768,10,10,0.75,0.5,0.9,Hamming
0.05142930890275778,100,10,0.75,0.5,0.9,Hamming
0.18617207092478055,1000,10,0.75,0.5,0.9,Hamming
1.5013564756472246e-4,1,100,0.75,0.5,0.9,Hamming
0.00143515069120275,10,100,0.75,0.5,0.9,Hamming
0.0112706803899697,100,100,0.75,0.5,0.9,Hamming
0.05795999128623246,1000,100,0.75,0.5,0.9,Hamming
3.296828664931842e-5,1,1000,0.75,0.5,0.9,Hamming
3.2282661271390946e-4,10,1000,0.75,0.5,0.9,Hamming
0.0028279384570021,100,1000,0.75,0.5,0.9,Hamming
0.01816712276004258,1000,1000,0.75,0.5,0.9,Hamming
0.0219473180742958,1,1,0.75,0.55,0.9,Hamming
0.13682196897917906,10,1,0.75,0.55,0.9,Hamming
0.41324298223392136,100,1,0.75,0.55,0.9,Hamming
0.7054008487328687,1000,1,0.75,0.55,0.9,Hamming
0.00168165469638088,1,10,0.75,0.55,0.9,Hamming
0.01505754727208616,10,10,0.75,0.55,0.9,Hamming
0.09197314335263929,100,10,0.75,0.55,0.9,Hamming
0.3044528173063373,1000,10,0.75,0.55,0.9,Hamming
2.756750684592167e-4,1,100,0.75,0.55,0.9,Hamming
0.00264899727299683,10,100,0.75,0.55,0.9,Hamming
0.02099782750104085,100,100,0.75,0.55,0.9,Hamming
0.10530361519242158,1000,100,0.75,0.55,0.9,Hamming
5.9841453801521594e-5,1,1000,0.75,0.55,0.9,Hamming
5.885273131610434e-4,10,1000,0.75,0.55,0.9,Hamming
0.00524515335143981,100,1000,0.75,0.55,0.9,Hamming
0.03412058707484296,1000,1000,0.75,0.55,0.9,Hamming
0.03707420498912348,1,1,0.75,0.6000000000000001,0.9,Hamming
0.21468953140160915,10,1,0.75,0.6000000000000001,0.9,Hamming
0.5620738369656846,100,1,0.75,0.6000000000000001,0.9,Hamming
0.8343159820513503,1000,1,0.75,0.6000000000000001,0.9,Hamming
0.0030821868299925,1,10,0.75,0.6000000000000001,0.9,Hamming
0.0274284165703228,10,10,0.75,0.6000000000000001,0.9,Hamming
0.15939940932276375,100,10,0.75,0.6000000000000001,0.9,Hamming
0.4635796445589208,1000,10,0.75,0.6000000000000001,0.9,Hamming
5.049317469335595e-4,1,100,0.75,0.6000000000000001,0.9,Hamming
0.00486506934121461,10,100,0.75,0.6000000000000001,0.9,Hamming
0.03854117265652611,100,100,0.75,0.6000000000000001,0.9,Hamming
0.1837677921953763,1000,100,0.75,0.6000000000000001,0.9,Hamming
1.0779356062611734e-4,1,1000,0.75,0.6000000000000001,0.9,Hamming
0.00106315291953877,10,1000,0.75,0.6000000000000001,0.9,Hamming
0.00958750482449485,100,1000,0.75,0.6000000000000001,0.9,Hamming
0.06237703448330137,1000,1000,0.75,0.6000000000000001,0.9,Hamming
0.06176425931643009,1,1,0.75,0.65,0.9,Hamming
0.32214056175983213,10,1,0.75,0.65,0.9,Hamming
0.7112093053421654,100,1,0.75,0.65,0.9,Hamming
0.9230438440779272,1000,1,0.75,0.65,0.9,Hamming
0.00565334549247147,1,10,0.75,0.65,0.9,Hamming
0.04957003969537282,10,10,0.75,0.65,0.9,Hamming
0.2650659427218319,100,10,0.75,0.65,0.9,Hamming
0.6466895913608317,1000,10,0.75,0.65,0.9,Hamming
9.228871440665104e-4,1,100,0.75,0.65,0.9,Hamming
0.0088949953910805,10,100,0.75,0.65,0.9,Hamming
0.06959538149171157,100,100,0.75,0.65,0.9,Hamming
0.3049275082083948,1000,100,0.75,0.65,0.9,Hamming
1.9237517037304e-4,1,1000,0.75,0.65,0.9,Hamming
0.00190070595438426,10,1000,0.75,0.65,0.9,Hamming
0.01725947426438064,100,1000,0.75,0.65,0.9,Hamming
0.11065715837637716,1000,1000,0.75,0.65,0.9,Hamming
0.10122493178623156,1,1,0.75,0.7000000000000001,0.9,Hamming
0.4576546346578351,10,1,0.75,0.7000000000000001,0.9,Hamming
0.8367820753610877,100,1,0.75,0.7000000000000001,0.9,Hamming
0.9711180972705624,1000,1,0.75,0.7000000000000001,0.9,Hamming
0.01039269766851449,1,10,0.75,0.7000000000000001,0.9,Hamming
0.08862546474069596,10,10,0.75,0.7000000000000001,0.9,Hamming
0.4158227952278528,100,10,0.75,0.7000000000000001,0.9,Hamming
0.8145038290257647,1000,10,0.75,0.7000000000000001,0.9,Hamming
0.00168382074678385,1,100,0.75,0.7000000000000001,0.9,Hamming
0.01619022514064425,10,100,0.75,0.7000000000000001,0.9,Hamming
0.12309005602253235,100,100,0.75,0.7000000000000001,0.9,Hamming
0.4727074260621517,1000,100,0.75,0.7000000000000001,0.9,Hamming
3.3916606202357195e-4,1,1000,0.75,0.7000000000000001,0.9,Hamming
0.00335397137141293,10,1000,0.75,0.7000000000000001,0.9,Hamming
0.03051843063896566,100,1000,0.75,0.7000000000000001,0.9,Hamming
0.1891123503201895,1000,1000,0.75,0.7000000000000001,0.9,Hamming
0.16262030736126018,1,1,0.75,0.75,0.9,Hamming
0.6092299987351214,10,1,0.75,0.75,0.9,Hamming
0.9225071331005388,100,1,0.75,0.75,0.9,Hamming
0.991106917816359,1000,1,0.75,0.75,0.9,Hamming
0.01918878748961332,1,10,0.75,0.75,0.9,Hamming
0.15570132338838968,10,10,0.75,0.75,0.9,Hamming
0.6003004153764205,100,10,0.75,0.75,0.9,Hamming
0.9262379629918296,1000,10,0.75,0.75,0.9,Hamming
0.00306740451661528,1,100,0.75,0.75,0.9,Hamming
0.02930929982762539,10,100,0.75,0.75,0.9,Hamming
0.21113275302986184,100,100,0.75,0.75,0.9,Hamming
0.6670626885515659,1000,100,0.75,0.75,0.9,Hamming
5.875799469009132e-4,1,1000,0.75,0.75,0.9,Hamming
0.00581074127747742,10,1000,0.75,0.75,0.9,Hamming
0.05268043171380513,100,1000,0.75,0.75,0.9,Hamming
0.306950186917983,1000,1000,0.75,0.75,0.9,Hamming
0.2547668042572948,1,1,0.75,0.8,0.9,Hamming
0.7540434862758553,10,1,0.75,0.8,0.9,Hamming
0.9685825782348002,100,1,0.75,0.8,0.9,Hamming
0.997501700651644,1000,1,0.75,0.8,0.9,Hamming
0.03569725410663666,1,10,0.75,0.8,0.9,Hamming
0.26492674437953656,10,10,0.75,0.8,0.9,Hamming
0.7767372656349109,100,10,0.75,0.8,0.9,Hamming
0.9763277931321412,1000,10,0.75,0.8,0.9,Hamming
0.00557804703359095,1,100,0.75,0.8,0.9,Hamming
0.05260824399916215,10,100,0.75,0.8,0.9,Hamming
0.34403788098590327,100,100,0.75,0.8,0.9,Hamming
0.834475547123197,1000,100,0.75,0.8,0.9,Hamming
9.897185836212662e-4,1,1000,0.75,0.8,0.9,Hamming
0.00977800981900822,10,1000,0.75,0.8,0.9,Hamming
0.08761396823836061,100,1000,0.75,0.8,0.9,Hamming
0.46104462177139094,1000,1000,0.75,0.8,0.9,Hamming
0.3861864907189189,1,1,0.75,0.8500000000000001,0.9,Hamming
0.8672247704708661,10,1,0.75,0.8500000000000001,0.9,Hamming
0.9879251879061546,100,1,0.75,0.8500000000000001,0.9,Hamming
0.9991645616616552,1000,1,0.75,0.8500000000000001,0.9,Hamming
0.06724780569916329,1,10,0.75,0.8500000000000001,0.9,Hamming
0.4241898628236504,10,10,0.75,0.8500000000000001,0.9,Hamming
0.8949429629872199,100,10,0.75,0.8500000000000001,0.9,Hamming
0.9917534532413677,1000,10,0.75,0.8500000000000001,0.9,Hamming
0.01010913198949024,1,100,0.75,0.8500000000000001,0.9,Hamming
0.092774783919343,10,100,0.75,0.8500000000000001,0.9,Hamming
0.5115738185796019,100,100,0.75,0.8500000000000001,0.9,Hamming
0.926564699778928,1000,100,0.75,0.8500000000000001,0.9,Hamming
0.00158307147672603,1,1000,0.75,0.8500000000000001,0.9,Hamming
0.01559853953766366,10,1000,0.75,0.8500000000000001,0.9,Hamming
0.1362254416068418,100,1000,0.75,0.8500000000000001,0.9,Hamming
0.6139389051233083,1000,1000,0.75,0.8500000000000001,0.9,Hamming
0.5595519107363133,1,1,0.75,0.9,0.9,Hamming
0.9364563156946488,10,1,0.75,0.9,0.9,Hamming
0.9943028953665006,100,1,0.75,0.9,0.9,Hamming
0.9994983463834816,1000,1,0.75,0.9,0.9,Hamming
0.1294151428916359,1,10,0.75,0.9,0.9,Hamming
0.6097757965052315,10,10,0.75,0.9,0.9,Hamming
0.9462879057341844,100,10,0.75,0.9,0.9,Hamming
0.9950116779827932,1000,10,0.75,0.9,0.9,Hamming
0.018132328367884,1,100,0.75,0.9,0.9,Hamming
0.15611373616692548,10,100,0.75,0.9,0.9,Hamming
0.6529073885045523,100,100,0.75,0.9,0.9,Hamming
0.9527520414563034,1000,100,0.75,0.9,0.9,Hamming
0.0022581076277507,1,1000,0.75,0.9,0.9,Hamming
0.02210459228211964,10,1000,0.75,0.9,0.9,Hamming
0.182828075169708,100,1000,0.75,0.9,0.9,Hamming
0.6849335460207024,1000,1000,0.75,0.9,0.9,Hamming
0.7597975017845956,1,1,0.75,0.95,0.9,Hamming
0.967175186940411,10,1,0.75,0.95,0.9,Hamming
0.9948518828222196,100,1,0.75,0.95,0.9,Hamming
0.9991390423971138,1000,1,0.75,0.95,0.9,Hamming
0.2587699489509023,1,10,0.75,0.95,0.9,Hamming
0.7478580316098885,10,10,0.75,0.95,0.9,Hamming
0.9509780210366666,100,10,0.75,0.95,0.9,Hamming
0.9914686417170286,1000,10,0.75,0.95,0.9,Hamming
0.03114670530238126,1,100,0.75,0.95,0.9,Hamming
0.22305176536389357,10,100,0.75,0.95,0.9,Hamming
0.6645785124748411,100,100,0.75,0.95,0.9,Hamming
0.921691260611716,1000,100,0.75,0.95,0.9,Hamming
0.00228197240260105,1,1000,0.75,0.95,0.9,Hamming
0.02185194937283505,10,1000,0.75,0.95,0.9,Hamming
0.1608772548729368,100,1000,0.75,0.95,0.9,Hamming
0.5553341609145431,1000,1000,0.75,0.95,0.9,Hamming
0.936103637804864,1,1,0.75,1,0.9,Hamming
0.936103637804864,10,1,0.75,1,0.9,Hamming
0.936103637804864,100,1,0.75,1,0.9,Hamming
0.936103637804864,1000,1,0.75,1,0.9,Hamming
0.5563123303692005,1,10,0.75,1,0.9,Hamming
0.5563123303692005,10,10,0.75,1,0.9,Hamming
0.5563123303692005,100,10,0.75,1,0.9,Hamming
0.5563123303692005,1000,10,0.75,1,0.9,Hamming
0.03807352217017836,1,100,0.75,1,0.9,Hamming
0.03807352217017836,10,100,0.75,1,0.9,Hamming
0.03807352217017836,100,100,0.75,1,0.9,Hamming
0.03807352217017836,1000,100,0.75,1,0.9,Hamming
1.0516132053276994e-4,1,1000,0.75,1,0.9,Hamming
1.0516132053276994e-4,10,1000,0.75,1,0.9,Hamming
1.0516132053276994e-4,100,1000,0.75,1,0.9,Hamming
1.0516132053276994e-4,1000,1000,0.75,1,0.9,Hamming
2.2148166735779445e-5,1,1,0.75,0,0.95,Hamming
2.2148166735779445e-5,10,1,0.75,0,0.95,Hamming
2.2148166735779445e-5,100,1,0.75,0,0.95,Hamming
2.2148166735779445e-5,1000,1,0.75,0,0.95,Hamming
3.214232525789488e-6,1,10,0.75,0,0.95,Hamming
3.214232525789488e-6,10,10,0.75,0,0.95,Hamming
3.214232525789488e-6,100,10,0.75,0,0.95,Hamming
3.214232525789488e-6,1000,10,0.75,0,0.95,Hamming
8.706971626324514e-7,1,100,0.75,0,0.95,Hamming
8.706971626324514e-7,10,100,0.75,0,0.95,Hamming
8.706971626324514e-7,100,100,0.75,0,0.95,Hamming
8.706971626324514e-7,1000,100,0.75,0,0.95,Hamming
3.037308273522559e-7,1,1000,0.75,0,0.95,Hamming
3.037308273522559e-7,10,1000,0.75,0,0.95,Hamming
3.037308273522559e-7,100,1000,0.75,0,0.95,Hamming
3.037308273522559e-7,1000,1000,0.75,0,0.95,Hamming
3.9053295207728434e-5,1,1,0.75,0.05,0.95,Hamming
1.337188952610949e-4,10,1,0.75,0.05,0.95,Hamming
3.3238703205770313e-4,100,1,0.75,0.05,0.95,Hamming
6.953380968039593e-4,1000,1,0.75,0.05,0.95,Hamming
5.715639254929207e-6,1,10,0.75,0.05,0.95,Hamming
2.1680480059547648e-5,10,10,0.75,0.05,0.95,Hamming
5.90666961274978e-5,100,10,0.75,0.05,0.95,Hamming
1.3423277700831657e-4,1000,10,0.75,0.05,0.95,Hamming
1.6235154040785991e-6,1,100,0.75,0.05,0.95,Hamming
6.539244884219068e-6,10,100,0.75,0.05,0.95,Hamming
1.881013575843877e-5,100,100,0.75,0.05,0.95,Hamming
4.4898764734312147e-5,1000,100,0.75,0.05,0.95,Hamming
5.645963163033141e-7,1,1000,0.75,0.05,0.95,Hamming
2.380661903700316e-6,10,1000,0.75,0.05,0.95,Hamming
7.150200799475244e-6,100,1000,0.75,0.05,0.95,Hamming
1.7843624389059203e-5,1000,1000,0.75,0.05,0.95,Hamming
6.858014378710821e-5,1,1,0.75,0.1,0.95,Hamming
3.193702003579945e-4,10,1,0.75,0.1,0.95,Hamming
9.904615606210806e-4,100,1,0.75,0.1,0.95,Hamming
0.0024057985846237,1000,1,0.75,0.1,0.95,Hamming
1.007573786978361e-5,1,10,0.75,0.1,0.95,Hamming
5.283227586615623e-5,10,10,0.75,0.1,0.95,Hamming
1.8536413190158805e-4,100,10,0.75,0.1,0.95,Hamming
5.041901480103949e-4,1000,10,0.75,0.1,0.95,Hamming
2.8786983845545378e-6,1,100,0.75,0.1,0.95,Hamming
1.6121120193266185e-5,10,100,0.75,0.1,0.95,Hamming
6.07685912945063e-5,100,100,0.75,0.1,0.95,Hamming
1.767015623456182e-4,1000,100,0.75,0.1,0.95,Hamming
1.0034695563061178e-6,1,1000,0.75,0.1,0.95,Hamming
5.898666724068755e-6,10,1000,0.75,0.1,0.95,Hamming
2.349382795867513e-5,100,1000,0.75,0.1,0.95,Hamming
7.209481320588069e-5,1000,1000,0.75,0.1,0.95,Hamming
1.1996937514065272e-4,1,1,0.75,0.15000000000000002,0.95,Hamming
6.644956608229303e-4,10,1,0.75,0.15000000000000002,0.95,Hamming
0.002369840999667,100,1,0.75,0.15000000000000002,0.95,Hamming
0.00629560500049778,1000,1,0.75,0.15000000000000002,0.95,Hamming
1.7703037630107272e-5,1,10,0.75,0.15000000000000002,0.95,Hamming
1.1110055842302e-4,10,10,0.75,0.15000000000000002,0.95,Hamming
4.6001547498860984e-4,100,10,0.75,0.15000000000000002,0.95,Hamming
0.00140833683136883,1000,10,0.75,0.15000000000000002,0.95,Hamming
5.084554798093854e-6,1,100,0.75,0.15000000000000002,0.95,Hamming
3.4063359105244024e-5,10,100,0.75,0.15000000000000002,0.95,Hamming
1.53403689386684e-4,100,100,0.75,0.15000000000000002,0.95,Hamming
5.100800804800796e-4,1000,100,0.75,0.15000000000000002,0.95,Hamming
1.775177933539598e-6,1,1000,0.75,0.15000000000000002,0.95,Hamming
1.2459741630026195e-5,10,1000,0.75,0.15000000000000002,0.95,Hamming
5.9778932548122215e-5,100,1000,0.75,0.15000000000000002,0.95,Hamming
2.1214818777079593e-4,1000,1000,0.75,0.15000000000000002,0.95,Hamming
2.090895837643338e-4,1,1,0.75,0.2,0.95,Hamming
0.00129318272829071,10,1,0.75,0.2,0.95,Hamming
0.00507016112553742,100,1,0.75,0.2,0.95,Hamming
0.01422101969261853,1000,1,0.75,0.2,0.95,Hamming
3.100794960585185e-5,1,10,0.75,0.2,0.95,Hamming
2.1797631856544108e-4,10,10,0.75,0.2,0.95,Hamming
0.00101618133731049,100,10,0.75,0.2,0.95,Hamming
0.00338133818602677,1000,10,0.75,0.2,0.95,Hamming
8.947570568369093e-6,1,100,0.75,0.2,0.95,Hamming
6.698371489735394e-5,10,100,0.75,0.2,0.95,Hamming
3.430832633947063e-4,100,100,0.75,0.2,0.95,Hamming
0.00125875612523875,1000,100,0.75,0.2,0.95,Hamming
3.127883307584345e-6,1,1000,0.75,0.2,0.95,Hamming
2.445810541035698e-5,10,1000,0.75,0.2,0.95,Hamming
1.344270950812627e-4,100,1000,0.75,0.2,0.95,Hamming
5.324746188053931e-4,1000,1000,0.75,0.2,0.95,Hamming
3.631153568041206e-4,1,1,0.75,0.25,0.95,Hamming
0.00241691833571839,10,1,0.75,0.25,0.95,Hamming
0.01009943627069815,100,1,0.75,0.25,0.95,Hamming
0.0291251855358775,1000,1,0.75,0.25,0.95,Hamming
5.4157246398329254e-5,1,10,0.75,0.25,0.95,Hamming
4.107713830574252e-4,10,10,0.75,0.25,0.95,Hamming
0.00209049160574135,100,10,0.75,0.25,0.95,Hamming
0.00737331652222593,1000,10,0.75,0.25,0.95,Hamming
1.569082160329076e-5,1,100,0.75,0.25,0.95,Hamming
1.2638446799910472e-4,10,100,0.75,0.25,0.95,Hamming
7.131984302600961e-4,100,100,0.75,0.25,0.95,Hamming
0.00281744484745864,1000,100,0.75,0.25,0.95,Hamming
5.491069733710833e-6,1,1000,0.75,0.25,0.95,Hamming
4.604554848670292e-5,10,1000,0.75,0.25,0.95,Hamming
2.8044881063765513e-4,100,1000,0.75,0.25,0.95,Hamming
0.00121097070961295,1000,1000,0.75,0.25,0.95,Hamming
6.284474560558927e-4,1,1,0.75,0.30000000000000004,0.95,Hamming
0.00439377048009986,10,1,0.75,0.30000000000000004,0.95,Hamming
0.01909722692093813,100,1,0.75,0.30000000000000004,0.95,Hamming
0.05533685288679513,1000,1,0.75,0.30000000000000004,0.95,Hamming
9.434414415436691e-5,1,10,0.75,0.30000000000000004,0.95,Hamming
7.542005933799925e-4,10,10,0.75,0.30000000000000004,0.95,Hamming
0.00409599054909082,100,10,0.75,0.30000000000000004,0.95,Hamming
0.01500462114788814,1000,10,0.75,0.30000000000000004,0.95,Hamming
2.7426688864779968e-5,1,100,0.75,0.30000000000000004,0.95,Hamming
2.3223822264941977e-4,10,100,0.75,0.30000000000000004,0.95,Hamming
0.00141136931311409,100,100,0.75,0.30000000000000004,0.95,Hamming
0.00589150840832022,1000,100,0.75,0.30000000000000004,0.95,Hamming
9.603333472494995e-6,1,1000,0.75,0.30000000000000004,0.95,Hamming
8.439135167722335e-5,10,1000,0.75,0.30000000000000004,0.95,Hamming
5.562708070503791e-4,100,1000,0.75,0.30000000000000004,0.95,Hamming
0.00256808637977274,1000,1000,0.75,0.30000000000000004,0.95,Hamming
0.00108409946418582,1,1,0.75,0.35000000000000003,0.95,Hamming
0.00782315569109362,10,1,0.75,0.35000000000000003,0.95,Hamming
0.03462619959957477,100,1,0.75,0.35000000000000003,0.95,Hamming
0.09863002650157308,1000,1,0.75,0.35000000000000003,0.95,Hamming
1.639763081739791e-4,1,10,0.75,0.35000000000000003,0.95,Hamming
0.00136010578566832,10,10,0.75,0.35000000000000003,0.95,Hamming
0.00774180053882093,100,10,0.75,0.35000000000000003,0.95,Hamming
0.02891919588707993,1000,10,0.75,0.35000000000000003,0.95,Hamming
4.7794647705868266e-5,1,100,0.75,0.35000000000000003,0.95,Hamming
4.190892898684959e-4,10,100,0.75,0.35000000000000003,0.95,Hamming
0.00269562480698215,100,100,0.75,0.35000000000000003,0.95,Hamming
0.01169640573200891,1000,100,0.75,0.35000000000000003,0.95,Hamming
1.6726688291434727e-5,1,1000,0.75,0.35000000000000003,0.95,Hamming
1.5178515024273257e-4,10,1000,0.75,0.35000000000000003,0.95,Hamming
0.00106365330931851,100,1000,0.75,0.35000000000000003,0.95,Hamming
0.00516899195893902,1000,1000,0.75,0.35000000000000003,0.95,Hamming
0.00186427649130235,1,1,0.75,0.4,0.95,Hamming
0.01369460322412233,10,1,0.75,0.4,0.95,Hamming
0.06049085408821568,100,1,0.75,0.4,0.95,Hamming
0.16565224029023456,1000,1,0.75,0.4,0.95,Hamming
2.8445227627042535e-4,1,10,0.75,0.4,0.95,Hamming
0.00242111955552373,10,10,0.75,0.4,0.95,Hamming
0.0142237360765786,100,10,0.75,0.4,0.95,Hamming
0.0532088073137205,1000,10,0.75,0.4,0.95,Hamming
8.304999139148362e-5,1,100,0.75,0.4,0.95,Hamming
7.46441088320703e-4,10,100,0.75,0.4,0.95,Hamming
0.00501120683045579,100,100,0.75,0.4,0.95,Hamming
0.02225952944949366,1000,100,0.75,0.4,0.95,Hamming
2.9004457828138416e-5,1,1000,0.75,0.4,0.95,Hamming
2.691476567269876e-4,10,1000,0.75,0.4,0.95,Hamming
0.00197767582763689,100,1000,0.75,0.4,0.95,Hamming
0.00998286446413664,1000,1000,0.75,0.4,0.95,Hamming
0.00319638278250086,1,1,0.75,0.45,0.95,Hamming
0.02361265559867051,10,1,0.75,0.45,0.95,Hamming
0.10194250810444284,100,1,0.75,0.45,0.95,Hamming
0.26217352638638297,1000,1,0.75,0.45,0.95,Hamming
4.927002859804168e-4,1,10,0.75,0.45,0.95,Hamming
0.00426801118700633,10,10,0.75,0.45,0.95,Hamming
0.02551706897477381,100,10,0.75,0.45,0.95,Hamming
0.09377976141851396,1000,10,0.75,0.45,0.95,Hamming
1.4391795604738812e-4,1,100,0.75,0.45,0.95,Hamming
0.00131637448525979,10,100,0.75,0.45,0.95,Hamming
0.00911640482475808,100,100,0.75,0.45,0.95,Hamming
0.04083081248218225,1000,100,0.75,0.45,0.95,Hamming
5.005481515041228e-5,1,1000,0.75,0.45,0.95,Hamming
4.718510122946868e-4,10,1000,0.75,0.45,0.95,Hamming
0.00359612092342999,100,1000,0.75,0.45,0.95,Hamming
0.01863022308430892,1000,1000,0.75,0.45,0.95,Hamming
0.00546487703859783,1,1,0.75,0.5,0.95,Hamming
0.04011596652317219,10,1,0.75,0.5,0.95,Hamming
0.1654416529419935,100,1,0.75,0.5,0.95,Hamming
0.3897524188615922,1000,1,0.75,0.5,0.95,Hamming
8.525562167513045e-4,1,10,0.75,0.5,0.95,Hamming
0.00746708090467244,10,10,0.75,0.5,0.95,Hamming
0.04479846245383206,100,10,0.75,0.5,0.95,Hamming
0.15830130252379215,1000,10,0.75,0.5,0.95,Hamming
2.487439613732214e-4,1,100,0.75,0.5,0.95,Hamming
0.0023032922056765,10,100,0.75,0.5,0.95,Hamming
0.01628383583363615,100,100,0.75,0.5,0.95,Hamming
0.07235696786219697,1000,100,0.75,0.5,0.95,Hamming
8.594265002587362e-5,1,1000,0.75,0.5,0.95,Hamming
8.192408053543093e-4,10,1000,0.75,0.5,0.95,Hamming
0.00641931280710558,100,1000,0.75,0.5,0.95,Hamming
