wp,n,k,p,q,r,score_method
0.03373944594503225,1000,1000,0.75,0.5,0.95,Hamming
0.00931832660179782,1,1,0.75,0.55,0.95,Hamming
0.06707862599220843,10,1,0.75,0.55,0.95,Hamming
0.257384270383626,100,1,0.75,0.55,0.95,Hamming
0.5413652910562274,1000,1,0.75,0.55,0.95,Hamming
0.00147470667833809,1,10,0.75,0.55,0.95,Hamming
0.0129847516894571,10,10,0.75,0.55,0.95,Hamming
0.07698452148979429,100,10,0.75,0.55,0.95,Hamming
0.25497520543536834,1000,10,0.75,0.55,0.95,Hamming
4.288306194798773e-4,1,100,0.75,0.55,0.95,Hamming
0.00400382126262799,10,100,0.75,0.55,0.95,Hamming
0.02861097736472598,100,100,0.75,0.55,0.95,Hamming
0.12383142006740792,1000,100,0.75,0.55,0.95,Hamming
1.4673597908558216e-4,1,1000,0.75,0.55,0.95,Hamming
0.00140985828639431,10,1000,0.75,0.55,0.95,Hamming
0.01127499697821883,100,1000,0.75,0.55,0.95,Hamming
0.05939400616429827,1000,1000,0.75,0.55,0.95,Hamming
0.0158484033854132,1,1,0.75,0.6000000000000001,0.95,Hamming
0.11008462647057404,10,1,0.75,0.6000000000000001,0.95,Hamming
0.38105480477171266,100,1,0.75,0.6000000000000001,0.95,Hamming
0.6986432777185434,1000,1,0.75,0.6000000000000001,0.95,Hamming
0.00255201546737516,1,10,0.75,0.6000000000000001,0.95,Hamming
0.02246314640850254,10,10,0.75,0.6000000000000001,0.95,Hamming
0.12923298237315403,100,10,0.75,0.6000000000000001,0.95,Hamming
0.38893046256094854,1000,10,0.75,0.6000000000000001,0.95,Hamming
7.374377814507885e-4,1,100,0.75,0.6000000000000001,0.95,Hamming
0.00691970856238871,10,100,0.75,0.6000000000000001,0.95,Hamming
0.04946995177737191,100,100,0.75,0.6000000000000001,0.95,Hamming
0.2039826439612862,1000,100,0.75,0.6000000000000001,0.95,Hamming
2.489043329957251e-4,1,1000,0.75,0.6000000000000001,0.95,Hamming
0.00240482071640934,10,1000,0.75,0.6000000000000001,0.95,Hamming
0.01950279086247057,100,1000,0.75,0.6000000000000001,0.95,Hamming
0.10153768113017686,1000,1000,0.75,0.6000000000000001,0.95,Hamming
0.0268879531699107,1,1,0.75,0.65,0.95,Hamming
0.17642572749416832,10,1,0.75,0.65,0.95,Hamming
0.5316721570320521,100,1,0.75,0.65,0.95,Hamming
0.8353788782079576,1000,1,0.75,0.65,0.95,Hamming
0.00442305863259689,1,10,0.75,0.65,0.95,Hamming
0.03867274829834031,10,10,0.75,0.65,0.95,Hamming
0.2108654802588361,100,10,0.75,0.65,0.95,Hamming
0.5553274331897373,1000,10,0.75,0.65,0.95,Hamming
0.00126482397828427,1,100,0.75,0.65,0.95,Hamming
0.01189306601106445,10,100,0.75,0.65,0.95,Hamming
0.08407855115196428,100,100,0.75,0.65,0.95,Hamming
0.32114768157821216,1000,100,0.75,0.65,0.95,Hamming
4.1875359875623855e-4,1,1000,0.75,0.65,0.95,Hamming
0.00406109987665794,10,1000,0.75,0.65,0.95,Hamming
0.03319778721803217,100,1000,0.75,0.65,0.95,Hamming
0.167931250631442,1000,1000,0.75,0.65,0.95,Hamming
0.04550380315310023,1,1,0.75,0.7000000000000001,0.95,Hamming
0.27390568472709537,10,1,0.75,0.7000000000000001,0.95,Hamming
0.6917574469419105,100,1,0.75,0.7000000000000001,0.95,Hamming
0.9297536229252956,1000,1,0.75,0.7000000000000001,0.95,Hamming
0.00768895387176307,1,10,0.75,0.7000000000000001,0.95,Hamming
0.06622476854643923,10,10,0.75,0.7000000000000001,0.95,Hamming
0.3313084603388928,100,10,0.75,0.7000000000000001,0.95,Hamming
0.7313682663702835,1000,10,0.75,0.7000000000000001,0.95,Hamming
0.00216289567204846,1,100,0.75,0.7000000000000001,0.95,Hamming
0.02031901056465051,10,100,0.75,0.7000000000000001,0.95,Hamming
0.13998760019533826,100,100,0.75,0.7000000000000001,0.95,Hamming
0.4774996533067185,1000,100,0.75,0.7000000000000001,0.95,Hamming
6.965598614045933e-4,1,1000,0.75,0.7000000000000001,0.95,Hamming
0.00677102034417457,10,1000,0.75,0.7000000000000001,0.95,Hamming
0.05545040212352845,100,1000,0.75,0.7000000000000001,0.95,Hamming
0.26675343398294815,1000,1000,0.75,0.7000000000000001,0.95,Hamming
0.07680001140049716,1,1,0.75,0.75,0.95,Hamming
0.4070727865604547,10,1,0.75,0.75,0.95,Hamming
0.8328687164999488,100,1,0.75,0.75,0.95,Hamming
0.9780638223604448,1000,1,0.75,0.75,0.95,Hamming
0.01343539797620653,1,10,0.75,0.75,0.95,Hamming
0.11257577923700406,10,10,0.75,0.75,0.95,Hamming
0.4933611170537005,100,10,0.75,0.75,0.95,Hamming
0.8774361546424148,1000,10,0.75,0.75,0.95,Hamming
0.00368369749511013,1,100,0.75,0.75,0.95,Hamming
0.03445148728438028,10,100,0.75,0.75,0.95,Hamming
0.2267089938599668,100,100,0.75,0.75,0.95,Hamming
0.6587678655917742,1000,100,0.75,0.75,0.95,Hamming
0.00113886457263085,1,1000,0.75,0.75,0.95,Hamming
0.01108245909482,10,1000,0.75,0.75,0.95,Hamming
0.09031678032723288,100,1000,0.75,0.75,0.95,Hamming
0.40221500645893216,1000,1000,0.75,0.75,0.95,Hamming
0.12918639673768442,1,1,0.75,0.8,0.95,Hamming
0.5699027186712924,10,1,0.75,0.8,0.95,Hamming
0.929391349967572,100,1,0.75,0.8,0.95,Hamming
0.9950887226453105,1000,1,0.75,0.8,0.95,Hamming
0.02367669356926961,1,10,0.75,0.8,0.95,Hamming
0.188982704707735,10,10,0.75,0.8,0.95,Hamming
0.679776633536688,100,10,0.75,0.8,0.95,Hamming
0.961554242942772,1000,10,0.75,0.8,0.95,Hamming
0.00623132619357988,1,100,0.75,0.8,0.95,Hamming
0.05772998814421466,10,100,0.75,0.8,0.95,Hamming
0.3522461492017567,100,100,0.75,0.8,0.95,Hamming
0.8261709016893372,1000,100,0.75,0.8,0.95,Hamming
0.00180840438968898,1,1000,0.75,0.8,0.95,Hamming
0.01759630707859279,10,1000,0.75,0.8,0.95,Hamming
0.14164338031881438,100,1000,0.75,0.8,0.95,Hamming
0.565264281950677,1000,1000,0.75,0.8,0.95,Hamming
0.2162249193131438,1,1,0.75,0.8500000000000001,0.95,Hamming
0.7380697451397686,10,1,0.75,0.8500000000000001,0.95,Hamming
0.9768572629225976,100,1,0.75,0.8500000000000001,0.95,Hamming
0.9990421345221732,1000,1,0.75,0.8500000000000001,0.95,Hamming
0.04232024580418785,1,10,0.75,0.8500000000000001,0.95,Hamming
0.30938465083860645,10,10,0.75,0.8500000000000001,0.95,Hamming
0.8432544939561829,100,10,0.75,0.8500000000000001,0.95,Hamming
0.990916423261467,1000,10,0.75,0.8500000000000001,0.95,Hamming
0.01039075419203174,1,100,0.75,0.8500000000000001,0.95,Hamming
0.09459402643364512,10,100,0.75,0.8500000000000001,0.95,Hamming
0.5116240061558479,100,100,0.75,0.8500000000000001,0.95,Hamming
0.9329572335539416,1000,100,0.75,0.8500000000000001,0.95,Hamming
0.00271277215503493,1,1000,0.75,0.8500000000000001,0.95,Hamming
0.02636522998165931,10,1000,0.75,0.8500000000000001,0.95,Hamming
0.20805403820602897,100,1000,0.75,0.8500000000000001,0.95,Hamming
0.7213365476740936,1000,1000,0.75,0.8500000000000001,0.95,Hamming
0.3586363844162858,1,1,0.75,0.9,0.95,Hamming
0.8727010330324649,10,1,0.75,0.9,0.95,Hamming
0.9926066128284152,100,1,0.75,0.9,0.95,Hamming
0.9996874238117046,1000,1,0.75,0.9,0.95,Hamming
0.07758938986341618,1,10,0.75,0.9,0.95,Hamming
0.47919195984409296,10,10,0.75,0.9,0.95,Hamming
0.9348778702848326,100,10,0.75,0.9,0.95,Hamming
0.9968986922622304,1000,10,0.75,0.9,0.95,Hamming
0.01666812582514836,1,100,0.75,0.9,0.95,Hamming
0.14687352393114675,10,100,0.75,0.9,0.95,Hamming
0.6627870923292312,100,100,0.75,0.9,0.95,Hamming
0.9711056206009424,1000,100,0.75,0.9,0.95,Hamming
0.00355470625814597,1,1000,0.75,0.9,0.95,Hamming
0.03448679330058273,10,1000,0.75,0.9,0.95,Hamming
0.26608418797031275,100,1000,0.75,0.9,0.95,Hamming
0.8100440868281166,1000,1000,0.75,0.9,0.95,Hamming
0.5828911908663391,1,1,0.75,0.95,0.95,Hamming
0.9453875000085088,10,1,0.75,0.95,0.95,Hamming
0.9952078546969368,100,1,0.75,0.95,0.95,Hamming
0.9995752816169644,1000,1,0.75,0.95,0.95,Hamming
0.15019791596049265,1,10,0.75,0.95,0.95,Hamming
0.6522045443837283,10,10,0.75,0.95,0.95,Hamming
0.954603172782849,100,10,0.75,0.95,0.95,Hamming
0.9957750982381176,1000,10,0.75,0.95,0.95,Hamming
0.02294441685001179,1,100,0.75,0.95,0.95,Hamming
0.1891029773380923,10,100,0.75,0.95,0.95,Hamming
0.6964401375920269,100,100,0.75,0.95,0.95,Hamming
0.9598356839026728,1000,100,0.75,0.95,0.95,Hamming
0.00295830754624652,1,1000,0.75,0.95,0.95,Hamming
0.02870777470476195,10,1000,0.75,0.95,0.95,Hamming
0.2227815056760434,100,1000,0.75,0.95,0.95,Hamming
0.7246359357673907,1000,1000,0.75,0.95,0.95,Hamming
0.8931132177574883,1,1,0.75,1,0.95,Hamming
0.8931132177574883,10,1,0.75,1,0.95,Hamming
0.8931132177574883,100,1,0.75,1,0.95,Hamming
0.8931132177574883,1000,1,0.75,1,0.95,Hamming
0.3540704278429678,1,10,0.75,1,0.95,Hamming
0.3540704278429678,10,10,0.75,1,0.95,Hamming
0.3540704278429678,100,10,0.75,1,0.95,Hamming
0.3540704278429678,1000,10,0.75,1,0.95,Hamming
0.00186400069087279,1,100,0.75,1,0.95,Hamming
0.00186400069087279,10,100,0.75,1,0.95,Hamming
0.00186400069087279,100,100,0.75,1,0.95,Hamming
0.00186400069087279,1000,100,0.75,1,0.95,Hamming
8.765338621048906e-8,1,1000,0.75,1,0.95,Hamming
8.765338621048906e-8,10,1000,0.75,1,0.95,Hamming
8.765338621048906e-8,100,1000,0.75,1,0.95,Hamming
8.765338621048906e-8,1000,1000,0.75,1,0.95,Hamming
9.575960732402074e-6,1,1,0.75,0,1,Hamming
9.575960732402074e-6,10,1,0.75,0,1,Hamming
9.575960732402074e-6,100,1,0.75,0,1,Hamming
9.575960732402074e-6,1000,1,0.75,0,1,Hamming
9.575960732402074e-6,1,10,0.75,0,1,Hamming
9.575960732402074e-6,10,10,0.75,0,1,Hamming
9.575960732402074e-6,100,10,0.75,0,1,Hamming
9.575960732402074e-6,1000,10,0.75,0,1,Hamming
9.575960732402074e-6,1,100,0.75,0,1,Hamming
9.575960732402074e-6,10,100,0.75,0,1,Hamming
9.575960732402074e-6,100,100,0.75,0,1,Hamming
9.575960732402074e-6,1000,100,0.75,0,1,Hamming
9.575960732402074e-6,1,1000,0.75,0,1,Hamming
9.575960732402074e-6,10,1000,0.75,0,1,Hamming
9.575960732402074e-6,100,1000,0.75,0,1,Hamming
9.575960732402074e-6,1000,1000,0.75,0,1,Hamming
2.214816673577579e-5,1,1,0.75,0.05,1,Hamming
7.583336323360478e-5,10,1,0.75,0.05,1,Hamming
1.8882841007711667e-4,100,1,0.75,0.05,1,Hamming
3.8776621333021433e-4,1000,1,0.75,0.05,1,Hamming
2.214816673577579e-5,1,10,0.75,0.05,1,Hamming
7.583336323360478e-5,10,10,0.75,0.05,1,Hamming
1.8882841007711667e-4,100,10,0.75,0.05,1,Hamming
3.8776621333021433e-4,1000,10,0.75,0.05,1,Hamming
2.214816673577579e-5,1,100,0.75,0.05,1,Hamming
7.583336323360478e-5,10,100,0.75,0.05,1,Hamming
1.8882841007711667e-4,100,100,0.75,0.05,1,Hamming
3.8776621333021433e-4,1000,100,0.75,0.05,1,Hamming
2.214816673577579e-5,1,1000,0.75,0.05,1,Hamming
7.583336323360478e-5,10,1000,0.75,0.05,1,Hamming
1.8882841007711667e-4,100,1000,0.75,0.05,1,Hamming
3.8776621333021433e-4,1000,1000,0.75,0.05,1,Hamming
3.690883496059025e-5,1,1,0.75,0.1,1,Hamming
1.731293309607246e-4,10,1,0.75,0.1,1,Hamming
5.421497657776226e-4,100,1,0.75,0.1,1,Hamming
0.00133690523719119,1000,1,0.75,0.1,1,Hamming
3.690883496059025e-5,1,10,0.75,0.1,1,Hamming
1.731293309607246e-4,10,10,0.75,0.1,1,Hamming
5.421497657776226e-4,100,10,0.75,0.1,1,Hamming
0.00133690523719119,1000,10,0.75,0.1,1,Hamming
3.690883496059025e-5,1,100,0.75,0.1,1,Hamming
1.731293309607246e-4,10,100,0.75,0.1,1,Hamming
5.421497657776226e-4,100,100,0.75,0.1,1,Hamming
0.00133690523719119,1000,100,0.75,0.1,1,Hamming
3.690883496059025e-5,1,1000,0.75,0.1,1,Hamming
1.731293309607246e-4,10,1000,0.75,0.1,1,Hamming
5.421497657776226e-4,100,1000,0.75,0.1,1,Hamming
0.00133690523719119,1000,1000,0.75,0.1,1,Hamming
6.135513203908951e-5,1,1,0.75,0.15000000000000002,1,Hamming
3.450165670915025e-4,10,1,0.75,0.15000000000000002,1,Hamming
0.00125814851063317,100,1,0.75,0.15000000000000002,1,Hamming
0.00343036826528955,1000,1,0.75,0.15000000000000002,1,Hamming
6.135513203908951e-5,1,10,0.75,0.15000000000000002,1,Hamming
3.450165670915025e-4,10,10,0.75,0.15000000000000002,1,Hamming
0.00125814851063317,100,10,0.75,0.15000000000000002,1,Hamming
0.00343036826528955,1000,10,0.75,0.15000000000000002,1,Hamming
6.135513203908951e-5,1,100,0.75,0.15000000000000002,1,Hamming
3.450165670915025e-4,10,100,0.75,0.15000000000000002,1,Hamming
0.00125814851063317,100,100,0.75,0.15000000000000002,1,Hamming
0.00343036826528955,1000,100,0.75,0.15000000000000002,1,Hamming
6.135513203908951e-5,1,1000,0.75,0.15000000000000002,1,Hamming
3.450165670915025e-4,10,1000,0.75,0.15000000000000002,1,Hamming
0.00125814851063317,100,1000,0.75,0.15000000000000002,1,Hamming
0.00343036826528955,1000,1000,0.75,0.15000000000000002,1,Hamming
1.0177552031273224e-4,1,1,0.75,0.2,1,Hamming
6.441613330983181e-4,10,1,0.75,0.2,1,Hamming
0.00261809966841805,100,1,0.75,0.2,1,Hamming
0.00764893583317923,1000,1,0.75,0.2,1,Hamming
1.0177552031273224e-4,1,10,0.75,0.2,1,Hamming
6.441613330983181e-4,10,10,0.75,0.2,1,Hamming
0.00261809966841805,100,10,0.75,0.2,1,Hamming
0.00764893583317923,1000,10,0.75,0.2,1,Hamming
1.0177552031273224e-4,1,100,0.75,0.2,1,Hamming
6.441613330983181e-4,10,100,0.75,0.2,1,Hamming
0.00261809966841805,100,100,0.75,0.2,1,Hamming
0.00764893583317923,1000,100,0.75,0.2,1,Hamming
1.0177552031273224e-4,1,1000,0.75,0.2,1,Hamming
6.441613330983181e-4,10,1000,0.75,0.2,1,Hamming
0.00261809966841805,100,1000,0.75,0.2,1,Hamming
0.00764893583317923,1000,1000,0.75,0.2,1,Hamming
1.6850393511193883e-4,1,1,0.75,0.25,1,Hamming
0.00115721599161777,10,1,0.75,0.25,1,Hamming
0.00509241496754151,100,1,0.75,0.25,1,Hamming
0.01558033269598258,1000,1,0.75,0.25,1,Hamming
1.6850393511193883e-4,1,10,0.75,0.25,1,Hamming
0.00115721599161777,10,10,0.75,0.25,1,Hamming
0.00509241496754151,100,10,0.75,0.25,1,Hamming
0.01558033269598258,1000,10,0.75,0.25,1,Hamming
1.6850393511193883e-4,1,100,0.75,0.25,1,Hamming
0.00115721599161777,10,100,0.75,0.25,1,Hamming
0.00509241496754151,100,100,0.75,0.25,1,Hamming
0.01558033269598258,1000,100,0.75,0.25,1,Hamming
1.6850393511193883e-4,1,1000,0.75,0.25,1,Hamming
0.00115721599161777,10,1000,0.75,0.25,1,Hamming
0.00509241496754151,100,1000,0.75,0.25,1,Hamming
0.01558033269598258,1000,1000,0.75,0.25,1,Hamming
2.78527721572639e-4,1,1,0.75,0.30000000000000004,1,Hamming
0.00202694869871474,10,1,0.75,0.30000000000000004,1,Hamming
0.00945161710488367,100,1,0.75,0.30000000000000004,1,Hamming
0.02968845197118114,1000,1,0.75,0.30000000000000004,1,Hamming
2.78527721572639e-4,1,10,0.75,0.30000000000000004,1,Hamming
0.00202694869871474,10,10,0.75,0.30000000000000004,1,Hamming
0.00945161710488367,100,10,0.75,0.30000000000000004,1,Hamming
0.02968845197118114,1000,10,0.75,0.30000000000000004,1,Hamming
2.78527721572639e-4,1,100,0.75,0.30000000000000004,1,Hamming
0.00202694869871474,10,100,0.75,0.30000000000000004,1,Hamming
0.00945161710488367,100,100,0.75,0.30000000000000004,1,Hamming
0.02968845197118114,1000,100,0.75,0.30000000000000004,1,Hamming
2.78527721572639e-4,1,1000,0.75,0.30000000000000004,1,Hamming
0.00202694869871474,10,1000,0.75,0.30000000000000004,1,Hamming
0.00945161710488367,100,1000,0.75,0.30000000000000004,1,Hamming
0.02968845197118114,1000,1000,0.75,0.30000000000000004,1,Hamming
4.5978549299245696e-4,1,1,0.75,0.35000000000000003,1,Hamming
0.00348788938954663,10,1,0.75,0.35000000000000003,1,Hamming
0.01693115632377759,100,1,0.75,0.35000000000000003,1,Hamming
0.05361409816236003,1000,1,0.75,0.35000000000000003,1,Hamming
4.5978549299245696e-4,1,10,0.75,0.35000000000000003,1,Hamming
0.00348788938954663,10,10,0.75,0.35000000000000003,1,Hamming
0.01693115632377759,100,10,0.75,0.35000000000000003,1,Hamming
0.05361409816236003,1000,10,0.75,0.35000000000000003,1,Hamming
4.5978549299245696e-4,1,100,0.75,0.35000000000000003,1,Hamming
0.00348788938954663,10,100,0.75,0.35000000000000003,1,Hamming
0.01693115632377759,100,100,0.75,0.35000000000000003,1,Hamming
0.05361409816236003,1000,100,0.75,0.35000000000000003,1,Hamming
4.5978549299245696e-4,1,1000,0.75,0.35000000000000003,1,Hamming
0.00348788938954663,10,1000,0.75,0.35000000000000003,1,Hamming
0.01693115632377759,100,1000,0.75,0.35000000000000003,1,Hamming
0.05361409816236003,1000,1000,0.75,0.35000000000000003,1,Hamming
7.582857506807748e-4,1,1,0.75,0.4,1,Hamming
0.00592405264392365,10,1,0.75,0.4,1,Hamming
0.02947097116486265,100,1,0.75,0.4,1,Hamming
0.0923950231897228,1000,1,0.75,0.4,1,Hamming
7.582857506807748e-4,1,10,0.75,0.4,1,Hamming
0.00592405264392365,10,10,0.75,0.4,1,Hamming
0.02947097116486265,100,10,0.75,0.4,1,Hamming
0.0923950231897228,1000,10,0.75,0.4,1,Hamming
7.582857506807748e-4,1,100,0.75,0.4,1,Hamming
0.00592405264392365,10,100,0.75,0.4,1,Hamming
0.02947097116486265,100,100,0.75,0.4,1,Hamming
0.0923950231897228,1000,100,0.75,0.4,1,Hamming
7.582857506807748e-4,1,1000,0.75,0.4,1,Hamming
0.00592405264392365,10,1000,0.75,0.4,1,Hamming
0.02947097116486265,100,1000,0.75,0.4,1,Hamming
0.0923950231897228,1000,1000,0.75,0.4,1,Hamming
0.00124996507953168,1,1,0.75,0.45,1,Hamming
0.00996217414403173,10,1,0.75,0.45,1,Hamming
0.05003453365284809,100,1,0.75,0.45,1,Hamming
0.15235229433678502,1000,1,0.75,0.45,1,Hamming
0.00124996507953168,1,10,0.75,0.45,1,Hamming
0.00996217414403173,10,10,0.75,0.45,1,Hamming
0.05003453365284809,100,10,0.75,0.45,1,Hamming
0.15235229433678502,1000,10,0.75,0.45,1,Hamming
0.00124996507953168,1,100,0.75,0.45,1,Hamming
0.00996217414403173,10,100,0.75,0.45,1,Hamming
0.05003453365284809,100,100,0.75,0.45,1,Hamming
0.15235229433678502,1000,100,0.75,0.45,1,Hamming
0.00124996507953168,1,1000,0.75,0.45,1,Hamming
0.00996217414403173,10,1000,0.75,0.45,1,Hamming
0.05003453365284809,100,1000,0.75,0.45,1,Hamming
0.15235229433678502,1000,1000,0.75,0.45,1,Hamming
0.0020605999863542,1,1,0.75,0.5,1,Hamming
0.01662156040390637,10,1,0.75,0.5,1,Hamming
0.08298386546716954,100,1,0.75,0.5,1,Hamming
0.24019067683751016,1000,1,0.75,0.5,1,Hamming
0.0020605999863542,1,10,0.75,0.5,1,Hamming
0.01662156040390637,10,10,0.75,0.5,1,Hamming
0.08298386546716954,100,10,0.75,0.5,1,Hamming
0.24019067683751016,1000,10,0.75,0.5,1,Hamming
0.0020605999863542,1,100,0.75,0.5,1,Hamming
0.01662156040390637,10,100,0.75,0.5,1,Hamming
0.08298386546716954,100,100,0.75,0.5,1,Hamming
0.24019067683751016,1000,100,0.75,0.5,1,Hamming
0.0020605999863542,1,1000,0.75,0.5,1,Hamming
0.01662156040390637,10,1000,0.75,0.5,1,Hamming
0.08298386546716954,100,1000,0.75,0.5,1,Hamming
0.24019067683751016,1000,1000,0.75,0.5,1,Hamming
0.00339961587122101,1,1,0.75,0.55,1,Hamming
0.02755288257125713,10,1,0.75,0.55,1,Hamming
0.13439066616524345,100,1,0.75,0.55,1,Hamming
0.3606334760162312,1000,1,0.75,0.55,1,Hamming
0.00339961587122101,1,10,0.75,0.55,1,Hamming
0.02755288257125713,10,10,0.75,0.55,1,Hamming
0.13439066616524345,100,10,0.75,0.55,1,Hamming
0.3606334760162312,1000,10,0.75,0.55,1,Hamming
0.00339961587122101,1,100,0.75,0.55,1,Hamming
0.02755288257125713,10,100,0.75,0.55,1,Hamming
0.13439066616524345,100,100,0.75,0.55,1,Hamming
0.3606334760162312,1000,100,0.75,0.55,1,Hamming
0.00339961587122101,1,1000,0.75,0.55,1,Hamming
0.02755288257125713,10,1000,0.75,0.55,1,Hamming
0.13439066616524345,100,1000,0.75,0.55,1,Hamming
0.3606334760162312,1000,1000,0.75,0.55,1,Hamming
0.00561839067971266,1,1,0.75,0.6000000000000001,1,Hamming
0.0454128626290272,10,1,0.75,0.6000000000000001,1,Hamming
0.21194276952118524,100,1,0.75,0.6000000000000001,1,Hamming
0.5119929902355278,1000,1,0.75,0.6000000000000001,1,Hamming
0.00561839067971266,1,10,0.75,0.6000000000000001,1,Hamming
0.0454128626290272,10,10,0.75,0.6000000000000001,1,Hamming
0.21194276952118524,100,10,0.75,0.6000000000000001,1,Hamming
0.5119929902355278,1000,10,0.75,0.6000000000000001,1,Hamming
0.00561839067971266,1,100,0.75,0.6000000000000001,1,Hamming
0.0454128626290272,10,100,0.75,0.6000000000000001,1,Hamming
0.21194276952118524,100,100,0.75,0.6000000000000001,1,Hamming
0.5119929902355278,1000,100,0.75,0.6000000000000001,1,Hamming
0.00561839067971266,1,1000,0.75,0.6000000000000001,1,Hamming
0.0454128626290272,10,1000,0.75,0.6000000000000001,1,Hamming
0.21194276952118524,100,1000,0.75,0.6000000000000001,1,Hamming
0.5119929902355278,1000,1000,0.75,0.6000000000000001,1,Hamming
0.00931303163145635,1,1,0.75,0.65,1,Hamming
0.07443464305278578,10,1,0.75,0.65,1,Hamming
0.3236556692163112,100,1,0.75,0.65,1,Hamming
0.6803106543697053,1000,1,0.75,0.65,1,Hamming
0.00931303163145635,1,10,0.75,0.65,1,Hamming
0.07443464305278578,10,10,0.75,0.65,1,Hamming
0.3236556692163112,100,10,0.75,0.65,1,Hamming
0.6803106543697053,1000,10,0.75,0.65,1,Hamming
0.00931303163145635,1,100,0.75,0.65,1,Hamming
0.07443464305278578,10,100,0.75,0.65,1,Hamming
0.3236556692163112,100,100,0.75,0.65,1,Hamming
0.6803106543697053,1000,100,0.75,0.65,1,Hamming
0.00931303163145635,1,1000,0.75,0.65,1,Hamming
0.07443464305278578,10,1000,0.75,0.65,1,Hamming
0.3236556692163112,100,1000,0.75,0.65,1,Hamming
0.6803106543697053,1000,1000,0.75,0.65,1,Hamming
0.01551138185671403,1,1,0.75,0.7000000000000001,1,Hamming
0.12124088147236632,10,1,0.75,0.7000000000000001,1,Hamming
0.47389243164171024,100,1,0.75,0.7000000000000001,1,Hamming
0.8363419628639054,1000,1,0.75,0.7000000000000001,1,Hamming
0.01551138185671403,1,10,0.75,0.7000000000000001,1,Hamming
0.12124088147236632,10,10,0.75,0.7000000000000001,1,Hamming
0.47389243164171024,100,10,0.75,0.7000000000000001,1,Hamming
0.8363419628639054,1000,10,0.75,0.7000000000000001,1,Hamming
0.01551138185671403,1,100,0.75,0.7000000000000001,1,Hamming
0.12124088147236632,10,100,0.75,0.7000000000000001,1,Hamming
0.47389243164171024,100,100,0.75,0.7000000000000001,1,Hamming
0.8363419628639054,1000,100,0.75,0.7000000000000001,1,Hamming
0.01551138185671403,1,1000,0.75,0.7000000000000001,1,Hamming
0.12124088147236632,10,1000,0.75,0.7000000000000001,1,Hamming
0.47389243164171024,100,1000,0.75,0.7000000000000001,1,Hamming
0.8363419628639054,1000,1000,0.75,0.7000000000000001,1,Hamming
0.02602970189657331,1,1,0.75,0.75,1,Hamming
0.195819417406144,10,1,0.75,0.75,1,Hamming
0.6548377023762424,100,1,0.75,0.75,1,Hamming
0.9448423769535284,1000,1,0.75,0.75,1,Hamming
0.02602970189657331,1,10,0.75,0.75,1,Hamming
0.195819417406144,10,10,0.75,0.75,1,Hamming
0.6548377023762424,100,10,0.75,0.75,1,Hamming
0.9448423769535284,1000,10,0.75,0.75,1,Hamming
0.02602970189657331,1,100,0.75,0.75,1,Hamming
0.195819417406144,10,100,0.75,0.75,1,Hamming
0.6548377023762424,100,100,0.75,0.75,1,Hamming
0.9448423769535284,1000,100,0.75,0.75,1,Hamming
0.02602970189657331,1,1000,0.75,0.75,1,Hamming
0.195819417406144,10,1000,0.75,0.75,1,Hamming
0.6548377023762424,100,1000,0.75,0.75,1,Hamming
0.9448423769535284,1000,1000,0.75,0.75,1,Hamming
0.04420446007945022,1,1,0.75,0.8,1,Hamming
0.3120293068413641,10,1,0.75,0.8,1,Hamming
0.8347052700669306,100,1,0.75,0.8,1,Hamming
0.9913608768975408,1000,1,0.75,0.8,1,Hamming
0.04420446007945022,1,10,0.75,0.8,1,Hamming
0.3120293068413641,10,10,0.75,0.8,1,Hamming
0.8347052700669306,100,10,0.75,0.8,1,Hamming
0.9913608768975408,1000,10,0.75,0.8,1,Hamming
0.04420446007945022,1,100,0.75,0.8,1,Hamming
0.3120293068413641,10,100,0.75,0.8,1,Hamming
0.8347052700669306,100,100,0.75,0.8,1,Hamming
